,beanie_pval,direction,robust,excluded_BRCA_41,excluded_BRCA_10,excluded_BRCA_12,excluded_BRCA_8,excluded_BRCA_40,excluded_BRCA_47,excluded_BRCA_36,excluded_BRCA_49,excluded_BRCA_1,excluded_BRCA_13,excluded_BRCA_42,excluded_BRCA_15,excluded_BRCA_18,excluded_BRCA_50,excluded_BRCA_35,excluded_BRCA_51,excluded_BRCA_37,excluded_BRCA_5,excluded_BRCA_2,excluded_BRCA_27,excluded_BRCA_33,excluded_BRCA_31,excluded_BRCA_20,excluded_BRCA_48,excluded_BRCA_34,excluded_BRCA_3,excluded_BRCA_29,excluded_BRCA_25
HALLMARK_UV_RESPONSE_UP,0.13752,anti_PD1,False,0.0,2.708333333333333,0.04166666666666667,0.25,0.33333333333333337,0.6666666666666667,0.125,0.08333333333333334,0.5833333333333334,0.6666666666666667,1.5833333333333337,4.125,0.0,2.083333333333333,0.08333333333333334,0.0,0.25,1.0,0.75,0.20833333333333331,0.125,0.125,3.4166666666666665,1.6250000000000002,0.0,3.166666666666667,0.5416666666666667,0.33333333333333337
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.87198,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_XENOBIOTIC_METABOLISM,0.00164,anti_PD1,False,0.97,1.0,0.94,1.0,0.97,1.0,0.99,1.0,0.89,1.0,1.0,1.0,1.0,1.0,1.0,0.73,1.0,0.99,1.0,1.0,0.98,0.98,1.0,1.0,1.0,1.0,1.0,0.99
ONCOGENIC_AKT_UP.V1_DN,0.45074,anti_PD1,False,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_AKT_UP.V1_UP,0.2419,anti_PD1,False,0.0,1.0,0.0,12.666666666666668,0.0,3.0,0.0,1.3333333333333337,2.0,0.33333333333333337,0.0,27.66666666666667,0.0,0.33333333333333337,0.6666666666666667,0.0,1.6666666666666667,12.0,0.0,0.0,12.333333333333336,2.666666666666667,3.0,1.3333333333333337,0.0,3.0,0.0,14.0
ONCOGENIC_AKT_UP_MTOR_DN.V1_DN,0.53652,anti_PD1,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_AKT_UP_MTOR_DN.V1_UP,0.55635,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
ONCOGENIC_ALK_DN.V1_DN,0.9042899999999999,anti_PD1,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ALK_DN.V1_UP,0.0008900000000000001,anti_PD1,False,0.45,1.0,1.0,0.94,0.95,1.0,0.96,1.0,0.93,1.0,0.95,1.0,0.99,0.9,1.0,0.89,1.0,1.0,0.98,0.85,1.0,0.97,0.99,0.91,1.0,0.99,0.99,1.0
ONCOGENIC_ATF2_S_UP.V1_DN,0.7921,anti_PD1,False,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ATF2_S_UP.V1_UP,0.5959,treatment_naive,False,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_ATF2_UP.V1_DN,0.76262,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
ONCOGENIC_ATF2_UP.V1_UP,0.9056700000000001,treatment_naive,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ATM_DN.V1_DN,0.7694,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ATM_DN.V1_UP,0.5194300000000001,anti_PD1,False,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
ONCOGENIC_BCAT.100_UP.V1_DN,0.07014,treatment_naive,False,0.2549019607843137,1.2549019607843137,0.6470588235294118,0.6274509803921569,0.8039215686274509,0.3529411764705882,1.2745098039215683,0.13725490196078433,0.7843137254901961,0.96078431372549,0.9215686274509804,0.8039215686274509,0.3529411764705882,0.7450980392156863,0.7254901960784313,0.0196078431372549,1.3333333333333337,0.8627450980392157,0.9019607843137256,0.6078431372549019,0.21568627450980396,0.21568627450980396,1.3529411764705879,0.05882352941176471,0.6666666666666667,0.6862745098039215,1.0,0.4901960784313725
ONCOGENIC_BCAT.100_UP.V1_UP,0.81916,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_BCAT_BILD_ET_AL_DN,0.00732,treatment_naive,False,0.8947368421052632,0.936842105263158,1.0105263157894735,1.0421052631578949,1.0315789473684212,0.7789473684210526,0.7578947368421053,0.9684210526315792,1.0210526315789474,0.7789473684210526,0.7157894736842106,0.08421052631578949,1.0526315789473684,0.8315789473684211,1.0210526315789474,0.7578947368421053,1.0526315789473684,1.0421052631578949,0.5368421052631579,0.9789473684210528,0.9789473684210528,0.8105263157894738,1.0526315789473684,0.7894736842105263,1.0210526315789474,0.8526315789473685,0.9789473684210528,0.936842105263158
ONCOGENIC_BCAT_BILD_ET_AL_UP,0.8083,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_BCAT_GDS748_DN,0.40338,anti_PD1,False,0.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,36.0,0.0,0.0,2.0,0.0,10.0,0.0,8.0,1.0,0.0,0.0,5.0,9.0,3.0,0.0,3.0,0.0
ONCOGENIC_BCAT_GDS748_UP,0.31901999999999997,anti_PD1,False,0.0,8.0,0.0,2.0,1.0,5.0,0.0,32.0,0.0,3.0,1.0,58.99999999999999,1.0,18.0,0.0,0.0,36.0,1.0,0.0,0.0,16.0,0.0,2.0,26.0,1.0,0.0,1.0,3.0
ONCOGENIC_BMI1_DN.V1_DN,0.21193,anti_PD1,False,0.0,9.5,0.25,0.25,0.0,6.75,0.0,4.5,0.0,0.25,0.0,4.75,4.0,0.75,4.5,0.0,10.0,5.5,0.0,0.0,1.5,0.0,1.5,1.5,0.0,11.749999999999998,1.25,0.75
ONCOGENIC_BMI1_DN.V1_UP,0.8322799999999999,treatment_naive,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_BMI1_DN_MEL18_DN.V1_DN,0.22526999999999997,anti_PD1,False,0.0,9.125,0.125,0.0,0.0,5.375,0.0,1.7500000000000002,0.0,0.75,0.125,5.125,1.625,0.0,3.875,0.0,8.5,3.125,0.0,0.0,2.125,0.0,7.5,0.5,0.0,5.5,2.0,0.8750000000000001
ONCOGENIC_BMI1_DN_MEL18_DN.V1_UP,0.54728,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_BRCA1_DN.V1_DN,0.058320000000000004,treatment_naive,False,1.15,1.0,0.825,0.975,1.15,0.65,1.975,0.5249999999999999,0.5,1.025,0.95,0.075,2.125,0.825,1.4,1.775,0.25,1.675,1.2,2.175,0.125,2.075,0.25,0.475,2.125,0.25,0.7249999999999999,0.925
ONCOGENIC_BRCA1_DN.V1_UP,0.4473,anti_PD1,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_CAHOY_ASTROCYTIC,0.5491199999999999,treatment_naive,False,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,17.0,0.0,3.0,0.0,0.0,0.0,1.0,21.0,0.0
ONCOGENIC_CAHOY_ASTROGLIAL,0.23381999999999997,anti_PD1,False,0.0,4.8,0.0,1.0,0.0,1.2,0.6,0.0,0.0,0.4,0.0,13.2,0.4,1.4,0.7999999999999999,0.0,10.0,1.7999999999999998,0.0,0.2,2.8000000000000003,1.2,0.4,0.0,1.0,0.7999999999999999,0.4,2.0
ONCOGENIC_CAHOY_NEURONAL,0.89413,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CAHOY_OLIGODENDROCUTIC,0.39494,treatment_naive,False,0.0,0.0,12.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0
ONCOGENIC_CAMP_UP.V1_DN,0.9864200000000001,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CAMP_UP.V1_UP,0.01821,anti_PD1,False,0.7551020408163265,0.9285714285714286,1.010204081632653,0.8265306122448979,0.4081632653061225,1.020408163265306,0.5510204081632654,0.9897959183673468,0.8163265306122449,1.0,0.8265306122448979,1.020408163265306,0.4795918367346938,0.9693877551020408,0.9489795918367347,0.3775510204081632,1.010204081632653,0.7244897959183674,1.010204081632653,1.020408163265306,0.6020408163265306,0.8469387755102041,1.020408163265306,0.6224489795918368,0.4897959183673469,1.020408163265306,1.010204081632653,0.8979591836734694
ONCOGENIC_CORDENONSI_YAP_CONSERVED_SIGNATURE,0.48418,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_CRX_DN.V1_DN,0.00486,anti_PD1,False,0.577319587628866,0.9896907216494846,0.4742268041237114,1.0309278350515465,0.7731958762886598,1.0206185567010309,1.0103092783505154,0.9793814432989691,0.7628865979381444,1.0103092783505154,0.9896907216494846,1.0309278350515465,0.9484536082474228,0.9690721649484536,0.9793814432989691,0.8144329896907218,1.0206185567010309,1.0206185567010309,0.5257731958762887,0.4742268041237114,1.0309278350515465,1.0309278350515465,1.0103092783505154,0.9793814432989691,0.5876288659793814,1.0206185567010309,0.9484536082474228,1.0206185567010309
ONCOGENIC_CRX_DN.V1_UP,0.9416200000000001,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_CRX_NRL_DN.V1_DN,0.27855,anti_PD1,False,0.5,3.0,0.0,7.000000000000001,0.0,25.0,0.0,2.0,0.0,6.0,0.0,39.0,0.5,0.0,4.0,0.0,3.5000000000000004,3.5000000000000004,0.0,0.0,4.0,3.0,0.0,1.5,0.0,12.0,2.5,0.0
ONCOGENIC_CRX_NRL_DN.V1_UP,0.5039399999999999,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
ONCOGENIC_CSR_EARLY_UP.V1_DN,0.16794,treatment_naive,False,0.6363636363636365,0.7272727272727273,0.09090909090909093,0.8181818181818181,2.1818181818181817,0.09090909090909093,1.3636363636363635,0.18181818181818185,1.8181818181818183,0.3636363636363637,0.4545454545454546,0.0,4.090909090909091,1.3636363636363635,1.7272727272727273,3.0,0.18181818181818185,6.0,0.2727272727272727,1.0909090909090908,0.09090909090909093,1.3636363636363635,0.5454545454545454,0.09090909090909093,1.272727272727273,0.3636363636363637,1.4545454545454546,0.2727272727272727
ONCOGENIC_CSR_EARLY_UP.V1_UP,0.47026,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
ONCOGENIC_CSR_LATE_UP.V1_DN,0.5040600000000001,anti_PD1,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CSR_LATE_UP.V1_UP,0.8099,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CTIP_DN.V1_DN,0.60248,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_CTIP_DN.V1_UP,0.35799000000000003,anti_PD1,False,0.0,10.0,2.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,40.0,1.0,4.0,0.0,56.99999999999999,25.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0
ONCOGENIC_CYCLIN_D1_KE_.V1_DN,0.8333,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_CYCLIN_D1_KE_.V1_UP,0.10669000000000001,anti_PD1,False,0.0,1.9130434782608692,0.043478260869565216,3.347826086956521,1.0,0.8260869565217391,1.4347826086956519,0.21739130434782608,0.08695652173913042,1.3478260869565215,0.8695652173913043,4.3478260869565215,0.0,1.3043478260869563,0.13043478260869565,0.8260869565217391,0.13043478260869565,1.2173913043478262,0.6956521739130435,0.043478260869565216,1.6956521739130437,2.9130434782608696,0.2608695652173913,1.0434782608695652,0.21739130434782608,0.6956521739130435,0.08695652173913042,2.782608695652174
ONCOGENIC_CYCLIN_D1_UP.V1_DN,0.23315999999999998,anti_PD1,False,0.0,0.6666666666666667,0.8333333333333334,0.33333333333333337,0.0,3.4166666666666665,0.0,0.5,0.0,0.75,0.33333333333333337,7.583333333333334,0.0,1.25,0.4166666666666667,0.0,0.5833333333333334,0.0,2.083333333333333,0.33333333333333337,0.16666666666666669,2.333333333333333,0.16666666666666669,0.0,0.25,5.333333333333334,1.6666666666666667,0.0
ONCOGENIC_CYCLIN_D1_UP.V1_UP,0.06632,anti_PD1,False,0.10714285714285712,0.9821428571428572,0.05357142857142856,1.6607142857142856,0.9821428571428572,0.4107142857142857,0.9642857142857144,0.5535714285714285,0.26785714285714285,1.2321428571428568,0.857142857142857,1.732142857142857,0.25,1.0535714285714284,0.4642857142857143,0.6964285714285714,0.5357142857142857,1.3928571428571428,0.3035714285714285,0.8392857142857142,0.732142857142857,1.2321428571428568,0.8928571428571428,0.7678571428571428,0.17857142857142858,1.0535714285714284,0.4821428571428572,0.9464285714285714
ONCOGENIC_DCA_UP.V1_DN,0.28868,treatment_naive,False,0.75,0.25,1.7500000000000002,0.5,0.25,1.5,0.0,1.0,1.0,0.25,0.0,0.0,8.0,0.25,0.25,0.0,0.5,1.25,0.5,3.25,0.0,1.25,0.0,0.25,2.0,0.75,3.0,0.0
ONCOGENIC_DCA_UP.V1_UP,0.45101,anti_PD1,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
ONCOGENIC_E2F1_UP.V1_DN,0.20565999999999998,anti_PD1,False,0.0,1.5,0.75,0.0,0.0,4.0,3.75,0.0,0.0,0.25,4.75,24.75,0.0,1.25,1.25,0.0,4.75,0.0,4.0,0.0,5.25,14.249999999999998,0.0,1.5,0.25,10.5,2.5,0.0
ONCOGENIC_E2F1_UP.V1_UP,0.22418000000000002,treatment_naive,False,2.4,0.0,0.6,2.0,0.4,0.4,5.0,0.0,0.2,0.6,2.6,0.0,11.8,0.6,1.7999999999999998,3.8,2.2,5.4,0.0,0.4,5.6000000000000005,3.6,0.0,0.0,3.4,0.0,2.2,0.2
ONCOGENIC_E2F3_UP.V1_DN,0.1648,treatment_naive,False,2.6842105263157894,0.05263157894736842,2.631578947368421,0.2631578947368421,0.21052631578947367,2.1578947368421053,0.7894736842105263,0.5263157894736842,0.21052631578947367,1.0,1.5789473684210529,0.0,2.263157894736842,0.736842105263158,2.5789473684210527,0.5263157894736842,0.8421052631578947,0.8421052631578947,0.5263157894736842,3.842105263157895,0.0,0.5789473684210527,0.8421052631578947,0.0,1.0,0.3157894736842105,2.631578947368421,0.10526315789473684
ONCOGENIC_E2F3_UP.V1_UP,0.03596,treatment_naive,False,1.5714285714285714,0.06349206349206349,1.3015873015873014,0.4285714285714286,0.4126984126984127,1.3174603174603174,1.238095238095238,0.3015873015873016,0.4126984126984127,1.111111111111111,1.4285714285714286,0.047619047619047616,1.380952380952381,0.8730158730158731,1.1746031746031746,1.0158730158730158,0.3333333333333333,0.9365079365079364,1.126984126984127,1.5555555555555556,0.1746031746031746,1.3492063492063493,0.25396825396825395,0.015873015873015872,1.1428571428571428,1.0634920634920637,1.5714285714285714,0.06349206349206349
ONCOGENIC_EGFR_UP.V1_DN,0.54386,treatment_naive,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_EGFR_UP.V1_UP,0.61065,anti_PD1,False,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
ONCOGENIC_EIF4E_DN,0.58462,treatment_naive,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
ONCOGENIC_EIF4E_UP,0.7684,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ERBB2_UP.V1_DN,0.81218,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ERBB2_UP.V1_UP,0.43468,treatment_naive,False,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
ONCOGENIC_ESC_J1_UP_EARLY.V1_DN,0.19977999999999999,anti_PD1,False,0.0,0.6666666666666667,0.0,2.166666666666667,0.16666666666666669,3.5,0.8333333333333334,0.6666666666666667,0.8333333333333334,2.166666666666667,2.833333333333333,16.166666666666668,0.0,4.333333333333334,0.16666666666666669,0.16666666666666669,2.666666666666667,0.33333333333333337,0.0,0.33333333333333337,2.166666666666667,7.500000000000001,0.33333333333333337,1.3333333333333337,0.0,4.833333333333333,0.0,2.0
ONCOGENIC_ESC_J1_UP_EARLY.V1_UP,0.3744,anti_PD1,False,0.5,0.5,0.5,0.0,0.0,3.0,0.5,0.0,0.5,3.0,0.5,39.5,0.0,1.5,0.0,0.0,6.0,0.0,4.5,0.0,1.5,0.0,6.0,0.0,0.0,11.5,13.5,0.0
ONCOGENIC_ESC_J1_UP_LATE.V1_DN,0.40310999999999997,anti_PD1,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,72.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,11.0,0.0,2.0
ONCOGENIC_ESC_J1_UP_LATE.V1_UP,0.0408,anti_PD1,False,0.0909090909090909,0.7727272727272727,0.060606060606060615,1.0757575757575757,0.2575757575757576,1.3484848484848484,1.2878787878787878,0.12121212121212123,0.1818181818181818,1.1363636363636362,1.0303030303030305,1.5151515151515151,0.712121212121212,0.28787878787878785,1.0909090909090908,0.3787878787878788,1.0151515151515151,1.2424242424242422,0.16666666666666666,0.3333333333333333,1.3484848484848484,1.3636363636363635,0.24242424242424246,0.060606060606060615,0.24242424242424246,1.3333333333333333,0.3787878787878788,0.9848484848484848
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_DN,0.13962,anti_PD1,False,0.0,0.9090909090909092,0.0,2.272727272727273,0.0,6.181818181818183,0.5454545454545454,0.8181818181818181,0.0,1.272727272727273,0.0,8.090909090909092,0.09090909090909093,0.0,3.0,0.09090909090909093,3.4545454545454546,3.8181818181818183,0.09090909090909093,0.0,8.363636363636363,5.909090909090909,0.0,1.0,0.0,8.545454545454545,0.2727272727272727,0.5454545454545454
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_UP,0.63484,treatment_naive,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
ONCOGENIC_ESC_V6.5_UP_LATE.V1_DN,0.28805,anti_PD1,False,0.6666666666666667,1.3333333333333337,0.0,2.333333333333333,0.0,3.333333333333333,0.0,1.0,0.0,1.0,0.33333333333333337,20.0,0.33333333333333337,0.6666666666666667,1.0,0.0,9.000000000000002,3.333333333333333,0.0,0.0,0.6666666666666667,11.333333333333336,0.0,0.0,0.0,3.0,0.0,3.666666666666667
ONCOGENIC_ESC_V6.5_UP_LATE.V1_UP,0.9375,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_DN,0.97019,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_UP,0.47273999999999994,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ONCOGENIC_GCNP_SHH_UP_LATE.V1_DN,0.85659,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_GCNP_SHH_UP_LATE.V1_UP,0.45558000000000004,treatment_naive,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,7.000000000000001,0.0,0.0,13.0,0.0,5.0,0.0,1.0,0.0,2.0,1.0
ONCOGENIC_GLI1_UP.V1_DN,0.6058600000000001,anti_PD1,False,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_GLI1_UP.V1_UP,0.54702,anti_PD1,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0
ONCOGENIC_HINATA_NFKB_IMMU_INF,0.77446,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_HINATA_NFKB_MATRIX,0.39427,anti_PD1,False,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
ONCOGENIC_HOXA9_DN.V1_DN,0.98526,treatment_naive,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
