,beanie_pval,direction,robust,excluded_BRCA_10,excluded_BRCA_12,excluded_BRCA_8,excluded_BRCA_1,excluded_BRCA_5,excluded_BRCA_2,excluded_BRCA_20,excluded_BRCA_3,excluded_BRCA_29
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_UP,0.65754,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.BREAST_UP.V1_DN,0.81582,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_KRAS.BREAST_UP.V1_UP,0.07422999999999999,anti_PD1,False,0.48,0.0,1.72,2.2,3.36,0.68,0.16,1.72,3.76
ONCOGENIC_KRAS.DF.V1_DN,0.77982,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.DF.V1_UP,0.92466,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.KIDNEY_UP.V1_DN,0.92732,treatment_naive,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.KIDNEY_UP.V1_UP,0.90459,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_DN,0.10228,treatment_naive,False,0.7333333333333334,1.1333333333333335,1.8000000000000005,0.0,3.0,0.13333333333333333,1.2666666666666668,0.5333333333333333,4.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_UP,0.97144,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_KRAS.LUNG_UP.V1_DN,0.51008,treatment_naive,False,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
ONCOGENIC_KRAS.LUNG_UP.V1_UP,0.73018,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_DN,0.22508000000000003,treatment_naive,False,1.0,6.0,0.0,0.0,0.0,0.0,1.7500000000000002,0.0,0.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_UP,0.60821,treatment_naive,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_LEF1_UP.V1_DN,0.27971999999999997,anti_PD1,False,0.0,1.5,0.5,0.0,0.0,0.0,0.0,17.5,0.0
ONCOGENIC_LEF1_UP.V1_UP,0.65235,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_LTE2_UP.V1_DN,0.02635,treatment_naive,False,0.16,0.013333333333333334,1.3333333333333333,1.2933333333333332,1.16,1.12,0.013333333333333334,0.64,1.1733333333333331
ONCOGENIC_LTE2_UP.V1_UP,0.1194,anti_PD1,False,0.14285714285714285,0.2857142857142857,5.642857142857142,0.0,2.0,1.2857142857142856,0.0,2.8571428571428568,0.35714285714285715
ONCOGENIC_MEK_UP.V1_DN,0.02798,treatment_naive,False,0.26506024096385544,0.0,1.2048192771084338,1.2048192771084338,1.2048192771084338,0.5903614457831325,0.26506024096385544,1.0120481927710845,0.9036144578313252
ONCOGENIC_MEK_UP.V1_UP,0.5878399999999999,anti_PD1,False,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_MEL18_DN.V1_DN,0.0014199999999999998,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0
ONCOGENIC_MEL18_DN.V1_UP,0.80888,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.N4.V1_DN,0.70826,anti_PD1,False,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.N4.V1_UP,0.41363999999999995,anti_PD1,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.V1_DN,0.5421699999999999,treatment_naive,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.V1_UP,0.77803,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_MYC_UP.V1_DN,0.50961,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MYC_UP.V1_UP,0.48593000000000003,treatment_naive,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_NFE2L2.V2,0.83662,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_NOTCH_DN.V1_DN,0.38145999999999997,anti_PD1,False,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_NOTCH_DN.V1_UP,0.5626899999999999,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_NRL_DN.V1_DN,0.68976,treatment_naive,False,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_NRL_DN.V1_UP,0.57636,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_P53_DN.V1_DN,0.6362,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_P53_DN.V1_UP,0.05612999999999999,anti_PD1,False,1.0,0.06382978723404255,1.4680851063829787,2.1063829787234045,0.1276595744680851,1.5106382978723405,0.021276595744680854,1.9787234042553197,0.021276595744680854
ONCOGENIC_P53_DN.V2_DN,0.88989,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_P53_DN.V2_UP,0.81498,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_PDGF_ERK_DN.V1_DN,0.10145,anti_PD1,False,0.7894736842105263,5.157894736842105,0.10526315789473684,0.0,0.15789473684210525,2.8947368421052637,1.2105263157894737,4.105263157894736,0.0
ONCOGENIC_PDGF_ERK_DN.V1_UP,0.0468,anti_PD1,False,0.7777777777777779,1.3888888888888888,1.2777777777777781,0.0,0.5833333333333334,0.4861111111111111,0.04166666666666666,1.3194444444444444,1.2361111111111112
ONCOGENIC_PDGF_UP.V1_DN,0.7767,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PDGF_UP.V1_UP,0.7734800000000001,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PIGF_UP.V1_DN,0.79173,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PIGF_UP.V1_UP,0.7975399999999999,treatment_naive,False,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_PKCA_DN.V1_DN,0.8404200000000001,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PKCA_DN.V1_UP,0.51752,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
ONCOGENIC_PRC1_BMI_UP.V1_DN,0.37451,treatment_naive,False,16.0,14.000000000000002,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ONCOGENIC_PRC1_BMI_UP.V1_UP,0.66184,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC2_EED_UP.V1_DN,0.65871,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC2_EED_UP.V1_UP,0.039580000000000004,treatment_naive,False,0.4032258064516129,0.8548387096774194,1.435483870967742,0.7903225806451613,0.6451612903225807,0.1774193548387097,1.032258064516129,1.2258064516129032,0.8548387096774194
ONCOGENIC_PRC2_EZH2_UP.V1_DN,0.31783,treatment_naive,False,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
ONCOGENIC_PRC2_EZH2_UP.V1_UP,0.8886200000000001,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC2_SUZ12_UP.V1_DN,0.06709,treatment_naive,False,1.64,1.98,0.14,0.08,0.0,1.48,0.48,1.56,0.0
ONCOGENIC_PRC2_SUZ12_UP.V1_UP,0.57952,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_PTEN_DN.V1_DN,0.9247200000000001,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PTEN_DN.V1_UP,0.06014,anti_PD1,False,1.1851851851851851,1.2222222222222219,0.4814814814814815,0.4320987654320987,0.14814814814814814,0.061728395061728385,1.1358024691358024,0.4691358024691358,0.6172839506172839
ONCOGENIC_PTEN_DN.V2_DN,0.38622,treatment_naive,False,0.0,0.0,9.0,0.0,27.0,0.0,0.0,2.0,2.0
ONCOGENIC_PTEN_DN.V2_UP,0.16787,anti_PD1,False,0.6666666666666666,4.222222222222221,0.22222222222222224,0.0,0.22222222222222224,0.5555555555555556,0.22222222222222224,5.222222222222221,4.777777777777779
ONCOGENIC_RAF_UP.V1_DN,0.46451000000000003,anti_PD1,False,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_RAF_UP.V1_UP,0.30562,anti_PD1,False,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
ONCOGENIC_RAPA_EARLY_UP.V1_DN,0.8478,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RAPA_EARLY_UP.V1_UP,0.97188,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RB_DN.V1_DN,0.909,anti_PD1,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_RB_DN.V1_UP,0.7506,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RB_P107_DN.V1_DN,0.30106,anti_PD1,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_RB_P107_DN.V1_UP,0.70503,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RB_P130_DN.V1_DN,0.16674,anti_PD1,False,8.333333333333334,6.0,1.0,0.0,6.0,0.33333333333333337,0.0,28.66666666666667,0.33333333333333337
ONCOGENIC_RB_P130_DN.V1_UP,0.40881,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RELA_DN.V1_DN,0.38614,anti_PD1,False,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
ONCOGENIC_RELA_DN.V1_UP,0.79447,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RPS14_DN.V1_DN,0.34498,treatment_naive,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_RPS14_DN.V1_UP,0.9548700000000001,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SINGH_KRAS_DEPENDENCY_SIGNATURE,0.15145,anti_PD1,False,0.05,0.0,3.2,4.4,0.7499999999999999,0.05,0.25,1.25,0.25
ONCOGENIC_SIRNA_EIF4GI_DN,0.66947,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SIRNA_EIF4GI_UP,0.11257,anti_PD1,False,2.9333333333333336,6.666666666666668,0.0,0.0,0.33333333333333337,0.0,3.2666666666666666,6.066666666666667,0.0
ONCOGENIC_SNF5_DN.V1_DN,0.15406,anti_PD1,False,0.0,0.0,3.555555555555556,3.0370370370370368,0.3703703703703704,0.5185185185185185,0.0,0.2962962962962963,0.037037037037037035
ONCOGENIC_SNF5_DN.V1_UP,0.54251,anti_PD1,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_SRC_UP.V1_DN,0.7205199999999999,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SRC_UP.V1_UP,0.28303,treatment_naive,False,4.333333333333334,0.0,1.0,0.0,0.0,0.33333333333333337,0.0,0.33333333333333337,0.0
ONCOGENIC_STK33_DN,0.13185999999999998,treatment_naive,False,0.1,1.9,0.3,0.4,0.0,0.4,0.7999999999999999,3.6,0.2
ONCOGENIC_STK33_NOMO_DN,0.6995,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_STK33_NOMO_UP,0.48648,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_STK33_SKM_DN,0.14733,treatment_naive,False,0.0,1.5454545454545456,0.09090909090909093,0.18181818181818185,0.0,0.3636363636363637,2.272727272727273,1.181818181818182,0.0
ONCOGENIC_STK33_SKM_UP,0.95547,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_STK33_UP,0.91532,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_TBK1.DF_DN,0.94485,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_TBK1.DF_UP,0.909,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_TBK1.DN.48HRS_DN,0.9022,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_TBK1.DN.48HRS_UP,0.87446,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_TGFB_UP.V1_DN,0.29849000000000003,treatment_naive,False,0.0,0.0,0.5,0.0,0.0,0.5,1.0,3.0,34.5
ONCOGENIC_TGFB_UP.V1_UP,0.8438200000000001,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_VEGF_A_UP.V1_DN,0.67991,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_VEGF_A_UP.V1_UP,0.11961,treatment_naive,False,0.9189189189189191,0.08108108108108109,1.9459459459459456,2.6486486486486487,0.0,0.945945945945946,0.054054054054054064,0.054054054054054064,0.10810810810810813
ONCOGENIC_WNT_UP.V1_DN,0.7822899999999999,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_WNT_UP.V1_UP,0.61187,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_YAP1_DN,0.9911200000000001,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_YAP1_UP,0.35138,treatment_naive,False,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
