,beanie_pval,direction,robust,excluded_BRCA_41,excluded_BRCA_10,excluded_BRCA_12,excluded_BRCA_8,excluded_BRCA_40,excluded_BRCA_47,excluded_BRCA_36,excluded_BRCA_1,excluded_BRCA_13,excluded_BRCA_42,excluded_BRCA_43,excluded_BRCA_15,excluded_BRCA_18,excluded_BRCA_50,excluded_BRCA_35,excluded_BRCA_37,excluded_BRCA_5,excluded_BRCA_2,excluded_BRCA_27,excluded_BRCA_33,excluded_BRCA_31,excluded_BRCA_20,excluded_BRCA_48,excluded_BRCA_34,excluded_BRCA_3,excluded_BRCA_29,excluded_BRCA_25
HALLMARK_UV_RESPONSE_DN,0.5291399999999999,treatment_naive,False,0.0,1.0,1.0,1.0,0.33333333333333337,0.6666666666666667,0.0,0.0,0.6666666666666667,0.6666666666666667,2.333333333333333,0.33333333333333337,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666667,2.0,0.0,0.0,0.6666666666666667,3.333333333333333,2.0,0.33333333333333337,0.0,1.3333333333333337
HALLMARK_UV_RESPONSE_UP,0.18667,anti_PD1,False,0.38888888888888895,1.6666666666666667,1.7222222222222223,0.16666666666666666,1.3333333333333333,0.3333333333333333,1.0555555555555556,0.4444444444444445,0.11111111111111112,2.8888888888888893,0.8888888888888891,4.277777777777779,0.9444444444444444,1.7222222222222223,0.22222222222222224,0.5555555555555556,2.055555555555556,0.11111111111111112,1.0,0.8333333333333334,0.2777777777777778,1.9444444444444444,1.6111111111111112,0.2777777777777778,1.5000000000000002,1.2777777777777781,0.5555555555555556
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.62374,treatment_naive,False,1.0,3.0,2.0,1.0,0.0,5.0,3.0,0.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,0.0,4.0,1.0,0.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0
HALLMARK_XENOBIOTIC_METABOLISM,0.43222,anti_PD1,False,0.0,2.666666666666667,3.0,0.33333333333333337,4.666666666666667,0.6666666666666667,1.3333333333333337,0.0,1.0,5.0,2.0,12.333333333333336,0.6666666666666667,9.666666666666666,1.3333333333333337,2.0,6.0,0.0,0.6666666666666667,0.6666666666666667,0.33333333333333337,3.333333333333333,1.0,2.666666666666667,2.333333333333333,1.6666666666666667,1.3333333333333337
ONCOGENIC_AKT_UP.V1_DN,0.44448000000000004,anti_PD1,False,0.2857142857142857,0.7142857142857143,0.4285714285714285,0.2857142857142857,0.4285714285714285,0.14285714285714285,0.7142857142857143,1.2857142857142856,0.14285714285714285,0.5714285714285714,0.857142857142857,1.0,1.2857142857142856,0.4285714285714285,0.4285714285714285,0.2857142857142857,0.4285714285714285,1.0,0.4285714285714285,1.4285714285714286,2.142857142857143,0.2857142857142857,0.0,0.0,2.2857142857142856,0.14285714285714285,0.2857142857142857
ONCOGENIC_AKT_UP.V1_UP,0.26894,anti_PD1,False,0.2727272727272727,1.0909090909090908,0.09090909090909093,2.090909090909091,0.4545454545454546,0.3636363636363637,0.0,1.181818181818182,0.3636363636363637,1.4545454545454546,0.5454545454545454,3.9090909090909087,0.9090909090909092,1.0909090909090908,0.5454545454545454,1.272727272727273,1.181818181818182,0.5454545454545454,1.0,1.272727272727273,0.6363636363636365,2.272727272727273,1.272727272727273,0.2727272727272727,0.8181818181818181,0.18181818181818185,1.0909090909090908
ONCOGENIC_AKT_UP_MTOR_DN.V1_DN,0.47516,anti_PD1,False,1.2,0.2,1.6,0.7999999999999999,0.7999999999999999,0.4,1.4,0.0,0.7999999999999999,2.0,0.4,1.4,0.2,0.7999999999999999,0.2,0.7999999999999999,0.7999999999999999,1.0,1.2,1.4,1.4,0.7999999999999999,0.0,0.0,2.2,1.0,0.0
ONCOGENIC_AKT_UP_MTOR_DN.V1_UP,0.77248,anti_PD1,False,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
ONCOGENIC_ALK_DN.V1_DN,0.0777,anti_PD1,False,0.6333333333333334,1.866666666666667,1.5666666666666669,0.9333333333333336,0.3,0.4666666666666667,1.4,1.4333333333333331,1.0,1.2666666666666668,1.3333333333333337,0.5333333333333333,2.4333333333333336,0.5666666666666668,1.9,1.4666666666666668,1.3,1.6333333333333333,1.5666666666666669,1.2666666666666668,1.2666666666666668,1.2666666666666668,1.5,1.0,1.0,1.7333333333333334,1.7000000000000002
ONCOGENIC_ALK_DN.V1_UP,0.010190000000000001,anti_PD1,False,1.0422535211267605,1.1267605633802815,1.1830985915492958,1.1126760563380282,1.0422535211267605,1.028169014084507,1.3098591549295775,1.0985915492957747,1.2676056338028172,1.1690140845070425,0.8591549295774649,0.9859154929577464,1.2112676056338028,0.9295774647887324,1.2112676056338028,0.8028169014084506,1.1549295774647887,1.1690140845070425,1.2676056338028172,1.0563380281690142,1.2112676056338028,1.295774647887324,1.1830985915492958,1.1267605633802815,1.0563380281690142,1.1267605633802815,1.1971830985915493
ONCOGENIC_ATF2_S_UP.V1_DN,0.57634,anti_PD1,False,0.0,2.0,0.0,6.0,1.0,0.0,7.000000000000001,1.0,1.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0,7.000000000000001,0.0,0.0,2.0,4.0,3.0,0.0
ONCOGENIC_ATF2_S_UP.V1_UP,0.59647,anti_PD1,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONCOGENIC_ATF2_UP.V1_DN,0.28585,anti_PD1,False,0.7142857142857143,0.857142857142857,1.5714285714285714,1.4285714285714286,1.857142857142857,0.2857142857142857,3.428571428571428,0.857142857142857,0.4285714285714285,1.857142857142857,0.857142857142857,4.0,1.1428571428571428,1.5714285714285714,0.7142857142857143,1.0,2.0,0.857142857142857,1.5714285714285714,1.714285714285714,4.0,0.14285714285714285,0.2857142857142857,0.7142857142857143,3.714285714285714,2.4285714285714284,1.4285714285714286
ONCOGENIC_ATF2_UP.V1_UP,0.1224,anti_PD1,False,0.4864864864864865,0.7567567567567568,0.6486486486486487,0.7297297297297298,0.8108108108108107,0.5945945945945946,0.5405405405405406,0.945945945945946,0.8108108108108107,0.7567567567567568,0.35135135135135137,0.4864864864864865,0.945945945945946,0.6756756756756757,1.0,0.4054054054054054,1.162162162162162,0.8108108108108107,1.2432432432432432,0.7027027027027027,1.0810810810810811,0.4324324324324325,1.162162162162162,0.7837837837837838,0.945945945945946,1.0810810810810811,0.5945945945945946
ONCOGENIC_ATM_DN.V1_DN,0.83759,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ONCOGENIC_ATM_DN.V1_UP,0.49656999999999996,anti_PD1,False,7.000000000000001,2.0,7.000000000000001,1.0,6.0,0.0,9.0,0.0,3.0,9.0,2.0,13.0,2.0,11.0,5.0,0.0,10.0,5.0,9.0,2.0,10.0,0.0,2.0,10.0,4.0,21.0,1.0
ONCOGENIC_BCAT.100_UP.V1_DN,0.64098,treatment_naive,False,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
ONCOGENIC_BCAT.100_UP.V1_UP,0.6501100000000001,anti_PD1,False,0.5,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,2.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,3.0,0.5,1.0,1.5,1.0,0.0,0.5
ONCOGENIC_BCAT_BILD_ET_AL_DN,0.17289000000000002,treatment_naive,False,0.8333333333333334,0.7222222222222223,0.3333333333333333,2.1111111111111107,1.5555555555555558,0.7777777777777779,0.9444444444444444,1.6111111111111112,0.9444444444444444,0.5555555555555556,1.3888888888888888,0.16666666666666666,1.8333333333333333,0.38888888888888895,1.4444444444444446,0.7777777777777779,0.7222222222222223,1.3333333333333333,0.6111111111111112,0.5555555555555556,0.8888888888888891,1.9444444444444444,1.1666666666666667,1.2222222222222223,0.5555555555555556,0.7222222222222223,2.5
ONCOGENIC_BCAT_BILD_ET_AL_UP,0.9249200000000001,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_BCAT_GDS748_DN,0.60823,anti_PD1,False,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0
ONCOGENIC_BCAT_GDS748_UP,0.65835,treatment_naive,False,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
ONCOGENIC_BMI1_DN.V1_DN,0.70916,anti_PD1,False,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ONCOGENIC_BMI1_DN.V1_UP,0.92694,anti_PD1,False,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
ONCOGENIC_BMI1_DN_MEL18_DN.V1_DN,0.38584,anti_PD1,False,0.0,3.75,3.75,0.5,0.75,0.25,1.5,1.0,0.25,1.7500000000000002,0.75,6.75,0.75,0.5,0.75,1.0,4.5,0.0,0.75,1.25,0.25,1.25,0.0,0.75,1.7500000000000002,3.5000000000000004,1.0
ONCOGENIC_BMI1_DN_MEL18_DN.V1_UP,0.6723600000000001,anti_PD1,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
ONCOGENIC_BRCA1_DN.V1_DN,0.8598100000000001,treatment_naive,False,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_BRCA1_DN.V1_UP,0.14045,anti_PD1,False,1.95,0.25,1.6,0.45,1.7999999999999998,0.95,1.5499999999999998,0.45,0.7000000000000001,1.85,0.4,0.0,2.4,0.65,2.1,1.1,2.25,1.25,1.7499999999999998,1.0499999999999998,2.85,1.0499999999999998,0.25,1.25,0.7499999999999999,2.4,0.7499999999999999
ONCOGENIC_CAHOY_ASTROCYTIC,0.36233000000000004,anti_PD1,False,0.25,1.5,0.75,2.5,1.25,0.5,2.5,0.25,1.25,1.5,1.5,6.0,0.25,0.75,1.7500000000000002,0.75,2.5,2.0,2.0,1.7500000000000002,1.7500000000000002,0.75,0.75,1.25,1.0,2.0,2.0
ONCOGENIC_CAHOY_ASTROGLIAL,0.19505,anti_PD1,False,0.8750000000000001,0.5625,0.25,1.7500000000000002,0.375,1.25,1.1875,1.0,0.375,1.5625,1.125,3.6875,0.8125,0.4375000000000001,0.9375,0.9375,2.0625,0.8125,0.6875,2.3125,2.375,0.4375000000000001,0.1875,0.625,2.25,0.8125,0.6875
ONCOGENIC_CAHOY_NEURONAL,0.89056,treatment_naive,False,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ONCOGENIC_CAHOY_OLIGODENDROCUTIC,0.60458,treatment_naive,False,1.5,1.0,2.0,1.0,1.5,0.0,0.0,1.5,0.5,0.5,1.0,0.0,1.5,0.0,2.0,1.5,0.0,0.5,0.5,2.0,1.0,1.5,1.5,0.0,1.0,1.0,0.5
ONCOGENIC_CAMP_UP.V1_DN,0.32156,anti_PD1,False,1.25,1.125,1.25,0.625,0.75,1.25,0.375,1.0,0.8750000000000001,1.125,1.25,7.249999999999999,0.625,1.625,0.625,0.625,3.0,0.25,1.0,2.25,0.8750000000000001,0.5,1.625,0.5,4.375,1.125,0.25
ONCOGENIC_CAMP_UP.V1_UP,0.5704100000000001,anti_PD1,False,0.2,0.6,2.6,0.0,0.2,0.2,0.0,0.2,0.0,0.2,1.0,3.8,0.2,0.7999999999999999,0.0,1.0,1.7999999999999998,0.2,0.0,0.2,0.0,0.2,0.6,0.6,1.0,0.2,0.0
ONCOGENIC_CORDENONSI_YAP_CONSERVED_SIGNATURE,0.0070799999999999995,anti_PD1,False,0.8901098901098902,0.9450549450549449,0.912087912087912,0.978021978021978,0.8461538461538461,0.7802197802197801,0.8241758241758241,1.0439560439560438,0.8681318681318682,1.021978021978022,0.923076923076923,1.065934065934066,0.8461538461538461,0.8021978021978021,0.9340659340659341,0.8901098901098902,1.0439560439560438,0.7252747252747253,0.923076923076923,1.0,0.9450549450549449,0.989010989010989,0.956043956043956,0.8571428571428571,1.0549450549450552,0.8351648351648352,0.912087912087912
ONCOGENIC_CRX_DN.V1_DN,0.0711,anti_PD1,False,1.5405405405405403,0.8108108108108107,0.8918918918918921,1.4594594594594597,0.8918918918918921,0.7837837837837838,1.2972972972972974,0.6486486486486487,0.8108108108108107,1.351351351351351,0.8108108108108107,1.8378378378378382,1.0,1.162162162162162,0.8648648648648649,0.5945945945945946,1.9189189189189189,0.6756756756756757,0.7567567567567568,1.5675675675675675,1.6756756756756757,0.6216216216216216,0.945945945945946,0.5135135135135135,1.7027027027027026,1.0540540540540542,1.027027027027027
ONCOGENIC_CRX_DN.V1_UP,0.20126,treatment_naive,False,2.166666666666667,2.833333333333333,0.75,1.25,0.75,2.833333333333333,0.33333333333333337,2.333333333333333,1.4166666666666667,2.166666666666667,2.666666666666667,0.75,1.75,0.25,2.0,0.9166666666666669,1.9166666666666667,0.4166666666666667,0.8333333333333334,2.0,1.5833333333333337,0.9166666666666669,1.25,1.0,1.1666666666666667,1.25,0.08333333333333334
ONCOGENIC_CRX_NRL_DN.V1_DN,0.60077,treatment_naive,False,0.33333333333333337,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.0,1.6666666666666667,0.0,1.0,0.33333333333333337,0.6666666666666667,0.0,1.0,0.6666666666666667,0.0,0.6666666666666667,0.0,0.0,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,1.3333333333333337,0.6666666666666667,0.33333333333333337,0.0,0.0,2.333333333333333
ONCOGENIC_CRX_NRL_DN.V1_UP,0.72492,treatment_naive,False,0.0,1.5,1.0,1.0,0.0,1.5,0.0,1.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0
ONCOGENIC_CSR_EARLY_UP.V1_DN,0.48761000000000004,treatment_naive,False,0.6,1.4,0.4,0.2,0.4,0.7999999999999999,0.6,0.4,0.2,0.4,1.2,0.0,1.0,0.2,0.6,0.2,1.6,0.2,0.2,1.4,0.0,0.2,2.0,1.2,0.0,0.0,0.2
ONCOGENIC_CSR_EARLY_UP.V1_UP,0.38598000000000005,treatment_naive,False,5.0,2.0,6.0,11.0,0.0,12.0,5.0,9.0,12.0,1.0,3.0,1.0,9.0,1.0,11.0,1.0,2.0,13.0,3.0,10.0,13.0,3.0,3.0,6.0,3.0,3.0,10.0
ONCOGENIC_CSR_LATE_UP.V1_DN,0.43513999999999997,anti_PD1,False,0.0,2.25,0.5,0.25,0.0,0.75,1.0,1.5,0.5,1.5,1.5,5.5,1.25,1.25,0.75,1.5,2.0,0.25,0.0,4.5,0.25,1.0,0.25,0.25,2.5,0.0,0.5
ONCOGENIC_CSR_LATE_UP.V1_UP,0.57875,anti_PD1,False,0.33333333333333337,3.666666666666667,0.33333333333333337,0.33333333333333337,0.6666666666666667,1.3333333333333337,0.0,0.33333333333333337,0.33333333333333337,1.0,0.6666666666666667,11.333333333333336,1.0,0.0,0.33333333333333337,1.0,3.333333333333333,0.33333333333333337,2.0,0.33333333333333337,0.33333333333333337,6.0,3.333333333333333,0.6666666666666667,0.0,0.0,0.6666666666666667
ONCOGENIC_CTIP_DN.V1_DN,0.56923,anti_PD1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONCOGENIC_CTIP_DN.V1_UP,0.24802,anti_PD1,False,0.52,0.4,0.28,0.68,0.36,0.08,0.52,1.32,0.28,0.48,0.16,0.12,1.08,0.24,0.92,0.68,0.64,0.6,0.64,1.24,0.32,0.76,0.28,0.44,1.0,0.24,0.32
ONCOGENIC_CYCLIN_D1_KE_.V1_DN,0.47653999999999996,treatment_naive,False,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.0,0.14285714285714285,1.0,0.7142857142857143,1.0,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.5714285714285714,0.14285714285714285,0.4285714285714285,1.1428571428571428,0.2857142857142857,0.857142857142857,0.857142857142857,0.0,0.857142857142857,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.4285714285714285,0.14285714285714285,0.857142857142857
ONCOGENIC_CYCLIN_D1_KE_.V1_UP,0.43583,anti_PD1,False,2.0,18.0,4.0,2.0,4.0,5.0,1.0,2.0,2.0,1.0,0.0,28.000000000000004,1.0,3.0,3.0,2.0,13.0,0.0,3.0,7.000000000000001,5.0,5.0,6.0,4.0,7.000000000000001,0.0,14.000000000000002
ONCOGENIC_CYCLIN_D1_UP.V1_DN,0.42749,treatment_naive,False,0.6666666666666667,1.0,1.0,0.33333333333333337,3.333333333333333,1.3333333333333337,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666667,0.6666666666666667,0.33333333333333337,1.6666666666666667,0.33333333333333337,1.3333333333333337,3.0,1.3333333333333337,1.3333333333333337,0.6666666666666667,0.33333333333333337,1.3333333333333337,2.0,3.0,1.6666666666666667,0.6666666666666667,0.6666666666666667,3.333333333333333
ONCOGENIC_CYCLIN_D1_UP.V1_UP,0.4342,anti_PD1,False,0.0,5.5,1.5,6.0,2.5,1.5,1.0,2.0,1.5,3.5000000000000004,0.0,12.0,1.5,1.5,1.0,1.5,8.5,0.0,3.0,1.0,1.0,2.5,6.5,0.0,5.0,3.5000000000000004,1.5
ONCOGENIC_DCA_UP.V1_DN,0.43533,anti_PD1,False,0.0,0.6,0.6,0.4,1.4,0.2,1.7999999999999998,0.2,0.7999999999999999,2.0,0.7999999999999999,0.7999999999999999,1.2,0.7999999999999999,0.2,1.0,1.0,1.7999999999999998,2.2,0.4,0.6,1.0,0.7999999999999999,0.6,0.4,1.6,1.6
ONCOGENIC_DCA_UP.V1_UP,0.23092,anti_PD1,False,2.5,0.5,0.75,2.375,1.25,1.5,2.0,0.25,0.8750000000000001,3.5000000000000004,0.625,4.0,1.0,2.5,1.125,2.0,2.0,2.125,3.625,1.5,1.7500000000000002,1.625,0.5,3.25,1.875,3.0,0.625
ONCOGENIC_E2F1_UP.V1_DN,0.9532200000000001,anti_PD1,False,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ONCOGENIC_E2F1_UP.V1_UP,0.69544,anti_PD1,False,0.0,2.0,4.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,17.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0
ONCOGENIC_E2F3_UP.V1_DN,0.19137,treatment_naive,False,1.75,1.1666666666666667,1.75,0.33333333333333337,1.1666666666666667,0.6666666666666667,0.8333333333333334,1.1666666666666667,1.4166666666666667,1.5833333333333337,2.5,0.75,2.166666666666667,1.5,2.083333333333333,1.5,3.2500000000000004,0.4166666666666667,1.0833333333333337,1.75,1.4166666666666667,0.8333333333333334,1.25,1.8333333333333333,2.166666666666667,1.75,1.0833333333333337
ONCOGENIC_E2F3_UP.V1_UP,0.73114,treatment_naive,False,5.0,4.0,5.0,0.0,1.0,3.0,0.0,0.0,3.0,4.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
ONCOGENIC_EGFR_UP.V1_DN,0.6229100000000001,anti_PD1,False,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ONCOGENIC_EGFR_UP.V1_UP,0.8500200000000001,anti_PD1,False,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
ONCOGENIC_EIF4E_DN,0.5977100000000001,treatment_naive,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
ONCOGENIC_EIF4E_UP,0.67801,anti_PD1,False,2.0,1.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,0.0,3.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0
ONCOGENIC_ERBB2_UP.V1_DN,0.8718799999999999,anti_PD1,False,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,1.0,0.0,6.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0
ONCOGENIC_ERBB2_UP.V1_UP,0.47667,anti_PD1,False,5.0,1.0,6.0,2.0,4.0,1.0,7.000000000000001,0.0,7.000000000000001,4.0,1.0,23.0,2.0,3.0,4.0,1.0,21.0,0.0,0.0,13.0,23.0,0.0,4.0,0.0,11.0,1.0,2.0
ONCOGENIC_ESC_J1_UP_EARLY.V1_DN,0.58944,anti_PD1,False,0.5,0.0,1.25,0.0,0.0,0.75,0.75,0.25,0.0,1.0,0.75,2.0,1.25,0.0,1.0,0.75,0.25,0.0,1.0,1.25,0.0,0.75,0.75,0.0,2.0,0.0,1.0
ONCOGENIC_ESC_J1_UP_EARLY.V1_UP,0.66932,anti_PD1,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ONCOGENIC_ESC_J1_UP_LATE.V1_DN,0.44023999999999996,anti_PD1,False,0.0,0.5,1.0,1.0,0.0,1.0,3.0,3.5000000000000004,0.5,4.0,1.5,3.0,4.5,7.000000000000001,2.0,1.5,1.5,2.5,1.5,0.5,1.5,2.0,0.5,1.0,2.0,0.0,3.0
ONCOGENIC_ESC_J1_UP_LATE.V1_UP,0.01,anti_PD1,False,0.7058823529411765,0.9882352941176472,1.0117647058823531,0.9647058823529412,0.9411764705882354,0.6823529411764706,1.1411764705882352,0.7882352941176471,0.8117647058823529,1.152941176470588,1.0,1.1176470588235294,0.9411764705882354,1.0588235294117647,0.976470588235294,0.8705882352941177,1.0941176470588236,0.7294117647058823,0.9882352941176472,1.0823529411764707,1.1176470588235294,0.7647058823529412,0.5647058823529412,0.8117647058823529,1.1294117647058823,0.8941176470588236,0.9882352941176472
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_DN,0.08624,anti_PD1,False,1.0217391304347825,0.43478260869565216,0.6956521739130435,0.7391304347826088,0.17391304347826084,0.6521739130434782,0.7826086956521738,0.7391304347826088,0.4130434782608696,1.0217391304347825,1.0217391304347825,1.6086956521739129,0.5434782608695652,0.2391304347826087,1.3043478260869563,0.7173913043478259,1.7826086956521738,0.021739130434782608,0.3260869565217391,1.891304347826087,1.391304347826087,0.3913043478260869,0.8478260869565217,0.2826086956521739,1.9565217391304348,0.6956521739130435,0.6739130434782609
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_UP,0.21425999999999998,treatment_naive,False,0.9166666666666669,1.4166666666666667,1.1666666666666667,1.0,0.9166666666666669,1.5833333333333337,1.0,1.4166666666666667,1.1666666666666667,1.5833333333333337,0.8333333333333334,0.75,1.25,0.33333333333333337,1.75,1.1666666666666667,2.7500000000000004,0.33333333333333337,0.5,2.0,0.5833333333333334,1.0833333333333337,0.8333333333333334,1.4166666666666667,1.5,0.6666666666666667,1.4166666666666667
ONCOGENIC_ESC_V6.5_UP_LATE.V1_DN,0.14194,anti_PD1,False,1.2,0.52,0.6,1.24,0.28,0.76,1.04,0.6,0.92,1.24,1.08,1.32,0.96,0.32,1.56,0.88,1.56,0.28,0.64,0.72,1.72,0.84,1.12,0.24,1.2,0.08,1.72
ONCOGENIC_ESC_V6.5_UP_LATE.V1_UP,0.95288,anti_PD1,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_DN,0.5594600000000001,anti_PD1,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_UP,0.15532,treatment_naive,False,1.95,0.7499999999999999,0.8999999999999999,0.95,0.95,1.3,1.7499999999999998,1.2,1.0499999999999998,0.8999999999999999,1.4999999999999998,0.1,2.55,1.0499999999999998,2.0,1.3,1.95,1.4499999999999995,0.95,1.7,1.7499999999999998,1.0,0.7999999999999999,0.85,1.0,0.7999999999999999,1.65
ONCOGENIC_GCNP_SHH_UP_LATE.V1_DN,0.9429200000000001,treatment_naive,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
ONCOGENIC_GCNP_SHH_UP_LATE.V1_UP,0.92735,anti_PD1,False,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
ONCOGENIC_GLI1_UP.V1_DN,0.49776000000000004,treatment_naive,False,4.0,3.0,1.0,1.0,3.0,2.0,0.0,2.0,8.0,2.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0
