,beanie_pval,direction,robust,excluded_BRCA_4,excluded_BRCA_24,excluded_BRCA_10,excluded_BRCA_8,excluded_BRCA_47,excluded_BRCA_22,excluded_BRCA_49,excluded_BRCA_13,excluded_BRCA_18,excluded_BRCA_35,excluded_BRCA_37,excluded_BRCA_23,excluded_BRCA_2,excluded_BRCA_33,excluded_BRCA_20,excluded_BRCA_48,excluded_BRCA_3,excluded_BRCA_25,excluded_BRCA_7
ONCOGENIC_CAHOY_NEURONAL,0.26604,ER+,False,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.99999999999999,0.0,0.0,1.0,2.0,2.0,0.0,13.0
ONCOGENIC_CAHOY_OLIGODENDROCUTIC,0.28399,ER+,False,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ONCOGENIC_CAMP_UP.V1_DN,0.00032,TNBC,True,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98
ONCOGENIC_CAMP_UP.V1_UP,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CORDENONSI_YAP_CONSERVED_SIGNATURE,0.09618,TNBC,False,0.8461538461538461,2.769230769230769,1.7692307692307692,2.0,2.3846153846153846,0.7692307692307693,3.1538461538461537,1.3076923076923077,1.3846153846153846,2.0,1.6923076923076923,2.9230769230769234,0.3076923076923077,4.230769230769232,2.0769230769230766,1.6923076923076923,3.2307692307692304,1.3076923076923077,0.923076923076923
ONCOGENIC_CRX_DN.V1_DN,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CRX_DN.V1_UP,0.11260999999999999,ER+,False,0.0,0.2,2.8,2.5333333333333337,1.4666666666666668,5.133333333333334,1.6666666666666667,0.33333333333333337,0.33333333333333337,0.6,0.9333333333333336,4.266666666666667,0.6,0.9333333333333336,1.4,0.7333333333333334,1.4666666666666668,1.3333333333333337,3.6000000000000005
ONCOGENIC_CRX_NRL_DN.V1_DN,0.0841,TNBC,False,3.8695652173913038,0.0,1.9130434782608692,1.0434782608695652,1.826086956521739,0.0,1.0,0.9565217391304348,0.5652173913043478,1.4347826086956519,1.4782608695652175,2.7391304347826084,0.17391304347826084,1.2173913043478262,0.3913043478260869,1.7826086956521738,0.9565217391304348,0.2608695652173913,1.6521739130434785
ONCOGENIC_CRX_NRL_DN.V1_UP,0.2604,ER+,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ONCOGENIC_CSR_EARLY_UP.V1_DN,0.41748999999999997,TNBC,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_CSR_EARLY_UP.V1_UP,0.18844,TNBC,False,0.16666666666666669,7.166666666666668,0.6666666666666667,1.1666666666666667,2.0,0.0,1.6666666666666667,0.16666666666666669,0.0,0.33333333333333337,0.8333333333333334,0.0,1.1666666666666667,0.16666666666666669,1.6666666666666667,2.833333333333333,1.5,0.16666666666666669,0.5
ONCOGENIC_CSR_LATE_UP.V1_DN,0.02617,TNBC,False,0.4078947368421053,0.8026315789473684,1.276315789473684,1.1842105263157894,1.0789473684210529,1.0263157894736843,0.736842105263158,0.8026315789473684,0.8026315789473684,1.0394736842105263,1.131578947368421,1.3157894736842106,0.6184210526315789,1.131578947368421,1.223684210526316,0.8684210526315791,0.9078947368421052,1.0394736842105263,1.3026315789473684
ONCOGENIC_CSR_LATE_UP.V1_UP,0.9535799999999999,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CTIP_DN.V1_DN,0.06604,ER+,False,0.42424242424242425,0.4848484848484849,1.878787878787879,0.8181818181818182,1.424242424242424,2.3030303030303028,1.2121212121212122,0.7272727272727272,0.9696969696969696,1.5757575757575757,0.2727272727272727,1.0606060606060606,1.2121212121212122,1.0303030303030305,0.696969696969697,1.5151515151515151,1.2121212121212122,1.9090909090909092,1.5151515151515151
ONCOGENIC_CTIP_DN.V1_UP,0.10572000000000001,ER+,False,0.375,2.1875,1.0,1.0,1.3125,0.125,0.6875,1.0625,0.1875,1.375,0.0,1.0,1.5625,0.5,1.1875,1.5625,1.25,1.6875,3.875
ONCOGENIC_CYCLIN_D1_KE_.V1_DN,0.968,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CYCLIN_D1_KE_.V1_UP,0.0035700000000000003,TNBC,True,0.9797979797979798,0.9696969696969696,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,0.98989898989899,1.0101010101010102,1.0,1.0,0.98989898989899,1.0101010101010102,1.0101010101010102,1.0,1.0101010101010102,1.0101010101010102,1.0,1.0101010101010102,1.0101010101010102
ONCOGENIC_CYCLIN_D1_UP.V1_DN,0.0321,TNBC,False,0.5609756097560976,1.2195121951219512,0.8536585365853658,0.8414634146341463,1.1219512195121952,0.4390243902439024,0.9146341463414634,0.7195121951219512,0.7073170731707317,0.8414634146341463,0.9268292682926829,0.6097560975609756,0.9268292682926829,0.7560975609756098,0.9634146341463417,0.7560975609756098,1.146341463414634,0.7317073170731707,0.12195121951219512
ONCOGENIC_CYCLIN_D1_UP.V1_UP,0.08716,TNBC,False,0.625,0.03125,1.0625,1.96875,0.6875,2.125,0.53125,1.03125,1.09375,0.5,0.6875,2.65625,0.34375,0.9375,0.90625,1.1875,0.78125,1.4687499999999998,0.21875000000000006
ONCOGENIC_DCA_UP.V1_DN,0.96762,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_DCA_UP.V1_UP,0.69767,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_E2F1_UP.V1_DN,0.00016,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_E2F1_UP.V1_UP,0.60241,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_E2F3_UP.V1_DN,0.0089,ER+,False,1.0652173913043477,0.8043478260869564,0.9021739130434782,1.0,1.0434782608695652,1.0543478260869563,1.0,0.9456521739130436,1.076086956521739,1.076086956521739,1.0217391304347825,1.0217391304347825,0.9456521739130436,0.7826086956521738,1.0217391304347825,0.8043478260869564,1.0217391304347825,1.0,0.5326086956521738
ONCOGENIC_E2F3_UP.V1_UP,0.00014,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_EGFR_UP.V1_DN,0.72249,ER+,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_EGFR_UP.V1_UP,4e-05,TNBC,True,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_EIF4E_DN,0.00238,TNBC,True,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.99,1.0,1.0,1.0
ONCOGENIC_EIF4E_UP,0.5146,TNBC,False,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ERBB2_UP.V1_DN,0.30264,TNBC,False,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ONCOGENIC_ERBB2_UP.V1_UP,0.00713,TNBC,False,1.0416666666666667,0.375,0.9479166666666669,1.03125,1.03125,0.78125,0.9166666666666669,1.03125,0.9895833333333334,0.9375,0.9895833333333334,1.0416666666666667,0.71875,1.0416666666666667,0.9791666666666666,1.0416666666666667,1.0,1.0208333333333333,1.03125
ONCOGENIC_ESC_J1_UP_EARLY.V1_DN,0.21148000000000003,TNBC,False,12.5,12.0,1.0,2.5,4.5,0.0,2.0,1.0,1.0,0.0,4.0,5.0,1.5,1.5,1.0,2.5,5.0,4.0,0.0
ONCOGENIC_ESC_J1_UP_EARLY.V1_UP,0.60492,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_LATE.V1_DN,0.62193,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_LATE.V1_UP,0.05889,TNBC,False,2.8571428571428568,0.6,1.7714285714285716,1.4285714285714286,1.4285714285714286,0.0,0.6857142857142857,0.6285714285714287,1.0571428571428572,1.6000000000000003,1.5142857142857145,0.5714285714285715,0.6,1.9714285714285715,0.8571428571428572,0.2571428571428572,1.8571428571428572,1.2285714285714286,0.05714285714285715
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_DN,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_UP,0.2284,ER+,False,0.0,0.25,2.0,0.25,0.25,10.5,0.0,0.0,1.5,0.5,0.5,10.75,0.75,0.75,0.75,0.0,1.0,4.0,0.0
ONCOGENIC_ESC_V6.5_UP_LATE.V1_DN,0.27997,TNBC,False,6.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.5,11.0,0.0,0.0,0.0,0.0,1.5,3.0,0.0
ONCOGENIC_ESC_V6.5_UP_LATE.V1_UP,0.11634000000000001,TNBC,False,0.8947368421052632,0.736842105263158,0.8947368421052632,1.526315789473684,1.0,0.10526315789473684,1.5789473684210529,0.5263157894736842,0.368421052631579,1.2105263157894737,0.368421052631579,0.21052631578947367,0.8421052631578947,3.947368421052632,0.8421052631578947,2.0,1.0526315789473684,0.5263157894736842,0.21052631578947367
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_DN,0.27239,TNBC,False,0.0,57.99999999999999,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_UP,0.45545,TNBC,False,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_GCNP_SHH_UP_LATE.V1_DN,0.29043,TNBC,False,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
ONCOGENIC_GCNP_SHH_UP_LATE.V1_UP,0.08513,TNBC,False,0.2413793103448276,0.9655172413793104,1.4482758620689655,0.7241379310344828,1.5862068965517244,1.2758620689655171,0.7241379310344828,0.9655172413793104,0.20689655172413796,0.9655172413793104,0.6206896551724138,0.7586206896551725,0.4482758620689656,0.2413793103448276,0.4482758620689656,1.5517241379310347,1.4482758620689655,1.1724137931034484,2.103448275862069
ONCOGENIC_GLI1_UP.V1_DN,0.4306,TNBC,False,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_GLI1_UP.V1_UP,0.11160999999999999,TNBC,False,4.133333333333334,0.13333333333333333,0.6666666666666667,1.0666666666666669,0.6666666666666667,0.0,0.4,0.2,0.26666666666666666,0.7333333333333334,1.0,4.933333333333334,0.4,0.5333333333333333,1.4666666666666668,0.9333333333333336,1.0,1.866666666666667,3.8666666666666663
ONCOGENIC_HINATA_NFKB_IMMU_INF,0.08686,TNBC,False,2.814814814814815,1.3333333333333333,0.8888888888888888,0.7407407407407407,1.7037037037037035,0.14814814814814814,0.7037037037037037,1.037037037037037,0.6296296296296297,0.7037037037037037,1.6666666666666663,1.6296296296296295,0.4074074074074074,0.4074074074074074,1.1851851851851851,2.074074074074074,2.1111111111111107,0.4074074074074074,0.0
ONCOGENIC_HINATA_NFKB_MATRIX,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_HOXA9_DN.V1_DN,0.20446,TNBC,False,5.0,0.0,12.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,3.0,2.0,19.0,5.0,2.0,19.0
ONCOGENIC_HOXA9_DN.V1_UP,4e-05,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_IL15_UP.V1_DN,0.31701,ER+,False,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
ONCOGENIC_IL15_UP.V1_UP,0.3465,ER+,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_IL21_UP.V1_DN,0.28451,ER+,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ONCOGENIC_IL21_UP.V1_UP,0.70236,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_IL2_UP.V1_DN,0.29235,ER+,False,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
ONCOGENIC_IL2_UP.V1_UP,0.6965,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_JAK2_DN.V1_DN,0.55085,TNBC,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_JAK2_DN.V1_UP,0.70906,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_JNK_DN.V1_DN,0.81592,TNBC,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_JNK_DN.V1_UP,0.16047,TNBC,False,14.0,0.6666666666666667,6.666666666666668,7.0,0.6666666666666667,0.0,3.333333333333333,1.0,1.0,1.6666666666666667,6.666666666666668,0.0,0.6666666666666667,5.666666666666668,1.0,2.333333333333333,2.666666666666667,3.333333333333333,1.6666666666666667
ONCOGENIC_KRAS.300_UP.V1_DN,0.45579,TNBC,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_KRAS.300_UP.V1_UP,0.8113600000000001,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.50_UP.V1_DN,0.56343,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.50_UP.V1_UP,0.7375,ER+,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.600.LUNG.BREAST_UP.V1_DN,0.26152,ER+,False,0.0,27.66666666666667,0.0,0.33333333333333337,0.0,0.0,1.6666666666666667,0.33333333333333337,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.6666666666666667,0.0,0.33333333333333337,1.0,1.3333333333333337
ONCOGENIC_KRAS.600.LUNG.BREAST_UP.V1_UP,0.13004000000000002,TNBC,False,2.631578947368421,0.0,0.6842105263157895,1.0526315789473684,0.42105263157894735,0.42105263157894735,0.736842105263158,2.526315789473684,1.0526315789473684,0.2631578947368421,0.9473684210526316,0.0,0.21052631578947367,0.5789473684210527,0.05263157894736842,1.2105263157894737,0.5789473684210527,0.3157894736842105,0.0
ONCOGENIC_KRAS.600_UP.V1_DN,0.70401,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.600_UP.V1_UP,0.81986,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_DN,0.00202,ER+,True,1.0,0.99,0.98,1.0,1.0,1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.98
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_UP,0.9757100000000001,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.BREAST_UP.V1_DN,0.03248,ER+,False,0.4179104477611941,0.7462686567164178,1.0,1.08955223880597,1.0746268656716418,1.3283582089552235,1.2686567164179103,0.4029850746268657,0.8507462686567163,1.2388059701492535,1.0149253731343284,0.5074626865671642,0.8358208955223881,0.9701492537313432,1.4477611940298507,1.0597014925373134,1.1343283582089552,0.9850746268656716,0.4776119402985074
ONCOGENIC_KRAS.BREAST_UP.V1_UP,0.18136,TNBC,False,5.6000000000000005,0.0,1.4,1.4,0.4,3.0,0.4,5.0,5.0,0.0,0.4,0.6,0.0,1.4,0.0,2.4,0.2,2.0,0.0
ONCOGENIC_KRAS.DF.V1_DN,0.07175,TNBC,False,2.461538461538461,0.07692307692307691,1.282051282051282,0.9743589743589745,1.0512820512820509,0.07692307692307691,1.7948717948717947,1.2564102564102564,0.35897435897435903,0.7948717948717948,0.41025641025641024,0.02564102564102564,0.5641025641025641,1.4102564102564104,0.4871794871794872,2.461538461538461,1.4615384615384617,1.0512820512820509,1.5128205128205128
ONCOGENIC_KRAS.DF.V1_UP,0.09536,TNBC,False,0.09090909090909093,0.18181818181818185,1.4090909090909092,1.5,1.272727272727273,2.0,0.13636363636363635,0.7727272727272728,0.3636363636363637,0.31818181818181823,2.0454545454545454,2.5,0.18181818181818185,0.40909090909090906,1.0454545454545454,0.8636363636363636,1.8636363636363635,2.1818181818181817,2.0454545454545454
ONCOGENIC_KRAS.KIDNEY_UP.V1_DN,0.49063,ER+,False,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.KIDNEY_UP.V1_UP,0.20268,TNBC,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_DN,0.05155,ER+,False,0.01694915254237288,1.6949152542372885,0.22033898305084748,1.1694915254237288,0.8305084745762712,0.7457627118644068,1.0338983050847461,0.7966101694915254,0.44067796610169496,0.8135593220338984,1.0169491525423728,0.13559322033898305,1.0169491525423728,0.7457627118644068,1.1016949152542377,0.16949152542372886,1.0338983050847461,0.8305084745762712,0.5932203389830508
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_UP,0.03348,TNBC,False,1.038961038961039,0.2207792207792208,0.9090909090909092,0.9090909090909092,0.8051948051948051,1.1688311688311688,0.9090909090909092,1.2207792207792207,0.8701298701298702,0.7532467532467532,1.012987012987013,0.40259740259740256,0.6363636363636364,1.051948051948052,0.5844155844155844,1.0,1.1688311688311688,0.8701298701298702,0.2727272727272727
ONCOGENIC_KRAS.LUNG_UP.V1_DN,0.27554,TNBC,False,33.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,4.0,0.0,23.0,0.0,2.0,0.0
ONCOGENIC_KRAS.LUNG_UP.V1_UP,0.66764,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_DN,0.60787,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_UP,0.31559,ER+,False,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,1.0
ONCOGENIC_LEF1_UP.V1_DN,0.9854200000000001,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_LEF1_UP.V1_UP,0.12800999999999998,TNBC,False,2.0476190476190474,0.38095238095238104,2.666666666666667,1.4285714285714286,0.4761904761904762,0.047619047619047616,0.5238095238095238,1.4285714285714286,0.2380952380952381,0.5714285714285714,2.666666666666667,0.8095238095238096,0.14285714285714285,1.3333333333333337,0.4761904761904762,0.2857142857142857,1.6190476190476193,1.2857142857142858,0.0
ONCOGENIC_LTE2_UP.V1_DN,0.15334,TNBC,False,0.6,1.0,2.0,0.2,1.4,0.7999999999999999,3.6,1.2,0.7999999999999999,5.2,5.0,0.0,0.4,0.4,10.6,2.6,1.4,2.6,0.0
ONCOGENIC_LTE2_UP.V1_UP,0.08814,TNBC,False,3.428571428571428,0.0,0.3214285714285714,1.5714285714285714,1.7857142857142856,0.07142857142857142,0.6428571428571428,0.857142857142857,0.5,0.3928571428571429,0.6071428571428571,2.1071428571428568,0.2857142857142857,0.9642857142857144,0.25,2.25,0.7142857142857143,0.9285714285714284,3.1428571428571432
ONCOGENIC_MEK_UP.V1_DN,0.20670999999999998,TNBC,False,9.0,0.0,19.0,0.0,2.0,5.0,4.0,6.0,1.0,12.0,4.0,3.0,3.0,0.0,32.0,6.0,3.0,6.0,0.0
ONCOGENIC_MEK_UP.V1_UP,0.0037,TNBC,True,1.0101010101010102,0.9696969696969696,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0,1.0101010101010102,1.0101010101010102,1.0,1.0101010101010102,1.0,0.9090909090909092,1.0101010101010102,1.0,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102
ONCOGENIC_MEL18_DN.V1_DN,0.05365,TNBC,False,2.1395348837209305,0.3953488372093024,1.4418604651162792,0.6046511627906977,1.627906976744186,0.16279069767441862,1.2093023255813955,2.046511627906977,1.3023255813953492,1.3488372093023255,1.5116279069767442,0.7674418604651163,0.16279069767441862,1.1162790697674418,2.0930232558139537,0.7906976744186047,1.976744186046512,0.8372093023255813,0.0
ONCOGENIC_MEL18_DN.V1_UP,0.00295,TNBC,False,0.86,1.0,1.0,1.0,0.97,1.0,0.98,1.0,0.96,1.0,1.0,1.0,0.97,1.0,0.99,1.0,1.0,0.98,1.0
ONCOGENIC_MTOR_UP.N4.V1_DN,0.16224,TNBC,False,0.6666666666666666,11.111111111111109,0.3333333333333333,0.11111111111111112,2.1111111111111107,0.0,0.3333333333333333,2.4444444444444446,0.22222222222222224,1.7777777777777781,0.3333333333333333,0.0,1.4444444444444446,0.6666666666666666,0.22222222222222224,3.7777777777777786,2.0,0.7777777777777779,0.0
ONCOGENIC_MTOR_UP.N4.V1_UP,0.03924,TNBC,False,2.025641025641025,0.0,1.4871794871794868,1.358974358974359,2.0,1.2307692307692306,1.9230769230769231,0.7692307692307692,0.3333333333333333,1.1794871794871795,1.717948717948718,2.5384615384615383,0.5384615384615384,1.1025641025641024,2.0512820512820515,1.0512820512820509,1.6153846153846154,1.5641025641025639,2.564102564102564
ONCOGENIC_MTOR_UP.V1_DN,0.6954899999999999,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.V1_UP,0.28578000000000003,TNBC,False,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
ONCOGENIC_MYC_UP.V1_DN,0.58275,ER+,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MYC_UP.V1_UP,0.059829999999999994,ER+,False,0.08064516129032259,1.1129032258064515,0.6290322580645161,1.2258064516129032,0.5806451612903225,1.3709677419354838,0.5322580645161291,0.9193548387096774,1.5,0.6451612903225807,0.7741935483870968,1.032258064516129,0.5161290322580645,0.9677419354838708,0.3870967741935484,0.9677419354838708,0.5483870967741936,0.7419354838709677,0.6935483870967741
ONCOGENIC_NFE2L2.V2,0.00595,TNBC,False,0.9684210526315792,0.1473684210526316,1.0315789473684212,1.0315789473684212,1.0421052631578949,1.0526315789473684,1.0315789473684212,1.0105263157894735,0.9789473684210528,1.0315789473684212,1.0526315789473684,1.0526315789473684,0.936842105263158,1.0526315789473684,1.0210526315789474,1.0210526315789474,1.0210526315789474,1.0,1.0526315789473684
ONCOGENIC_NOTCH_DN.V1_DN,0.32861,TNBC,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ONCOGENIC_NOTCH_DN.V1_UP,0.16314,ER+,False,0.0,2.2,0.6,0.6,3.6,3.8,2.0,0.7999999999999999,3.8,1.4,1.2,7.199999999999998,1.2,0.4,1.6,2.0,1.6,0.2,1.2
