,beanie_pval,direction,robust,excluded_BRCA_4,excluded_BRCA_10,excluded_BRCA_14,excluded_BRCA_19,excluded_BRCA_35,excluded_BRCA_20,excluded_BRCA_3,excluded_BRCA_7
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_UP,0.81088,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.BREAST_UP.V1_DN,0.10928,TNBC,False,0.1,0.4,0.0,0.0,0.13333333333333333,0.9000000000000001,0.9666666666666668,2.2
ONCOGENIC_KRAS.BREAST_UP.V1_UP,0.68834,TNBC,False,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
ONCOGENIC_KRAS.DF.V1_DN,0.37274,TNBC,False,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,3.1428571428571432,0.5714285714285714
ONCOGENIC_KRAS.DF.V1_UP,0.00156,TNBC,False,1.0,1.0,1.0,1.0,0.85,0.67,1.0,0.99
ONCOGENIC_KRAS.KIDNEY_UP.V1_DN,0.29196,TNBC,False,0.0,0.4,0.0,0.0,1.7999999999999998,0.0,0.4,3.8
ONCOGENIC_KRAS.KIDNEY_UP.V1_UP,0.71196,TNBC,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_DN,0.31161,TNBC,False,0.33333333333333337,0.0,0.0,0.0,0.0,1.6666666666666667,5.333333333333334,2.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_UP,0.57298,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.LUNG_UP.V1_DN,0.09767,TNBC,False,1.3170731707317074,0.3414634146341464,0.0,0.5609756097560976,0.4634146341463415,1.195121951219512,1.926829268292683,0.41463414634146345
ONCOGENIC_KRAS.LUNG_UP.V1_UP,0.24079,TNBC,False,0.0,0.0,0.0,0.0,0.14285714285714285,1.2857142857142856,2.142857142857143,8.428571428571429
ONCOGENIC_KRAS.PROSTATE_UP.V1_DN,0.43493999999999994,TNBC,False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_UP,0.73358,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_LEF1_UP.V1_DN,0.7781100000000001,TNBC,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_LEF1_UP.V1_UP,0.00079,TNBC,False,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.54
ONCOGENIC_LTE2_UP.V1_DN,0.028339999999999997,TNBC,False,1.53125,1.140625,1.5625,1.5625,0.28125,0.53125,1.140625,0.0
ONCOGENIC_LTE2_UP.V1_UP,0.08888,TNBC,False,0.8965517241379312,1.5517241379310347,0.6896551724137931,3.3793103448275863,0.06896551724137932,0.2413793103448276,2.586206896551724,1.1034482758620692
ONCOGENIC_MEK_UP.V1_DN,0.08657999999999999,TNBC,False,10.0,11.000000000000002,28.66666666666667,33.0,0.33333333333333337,0.0,8.666666666666668,0.0
ONCOGENIC_MEK_UP.V1_UP,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MEL18_DN.V1_DN,0.20296,TNBC,False,30.5,0.0,32.5,39.0,0.5,0.0,24.5,0.0
ONCOGENIC_MEL18_DN.V1_UP,2e-05,TNBC,True,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.N4.V1_DN,0.10465,TNBC,False,0.8888888888888891,2.1111111111111107,7.555555555555557,9.555555555555557,0.0,0.0,4.222222222222221,2.0
ONCOGENIC_MTOR_UP.N4.V1_UP,0.0098,TNBC,False,0.8351648351648352,1.0989010989010988,1.0549450549450552,1.0989010989010988,0.0879120879120879,0.12087912087912088,1.0989010989010988,1.0549450549450552
ONCOGENIC_MTOR_UP.V1_DN,0.02308,TNBC,False,1.0,1.1733333333333331,1.1866666666666668,0.9733333333333332,0.8933333333333334,0.44,1.2666666666666666,1.0266666666666666
ONCOGENIC_MTOR_UP.V1_UP,0.00784,TNBC,False,0.7777777777777779,0.9583333333333331,0.8472222222222222,0.9861111111111109,0.23611111111111116,1.1388888888888888,0.9722222222222222,1.1388888888888888
ONCOGENIC_MYC_UP.V1_DN,0.3483,TNBC,False,0.0,0.0,0.0,0.0,0.0,2.0,5.0,46.99999999999999
ONCOGENIC_MYC_UP.V1_UP,0.45293999999999995,TNBC,False,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
ONCOGENIC_NFE2L2.V2,0.6358600000000001,TNBC,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_NOTCH_DN.V1_DN,0.09486,TNBC,False,0.5294117647058824,0.1764705882352941,0.4117647058823529,0.2352941176470588,0.09803921568627452,1.803921568627451,0.9019607843137256,1.03921568627451
ONCOGENIC_NOTCH_DN.V1_UP,0.33906,TNBC,False,0.0,0.5,0.0,0.0,0.0,6.0,0.5,7.000000000000001
ONCOGENIC_NRL_DN.V1_DN,0.21406,TNBC,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ONCOGENIC_NRL_DN.V1_UP,0.27257,TNBC,False,1.0,3.5000000000000004,0.0,3.0,0.0,1.0,5.0,3.0
ONCOGENIC_P53_DN.V1_DN,0.08016000000000001,TNBC,False,2.192307692307692,1.0,3.807692307692308,3.4615384615384617,0.6153846153846154,0.19230769230769232,2.692307692307692,0.2692307692307693
ONCOGENIC_P53_DN.V1_UP,0.040369999999999996,TNBC,False,1.596774193548387,0.5645161290322579,1.3870967741935485,1.4838709677419355,0.3225806451612904,0.435483870967742,1.596774193548387,0.0
ONCOGENIC_P53_DN.V2_DN,0.70962,TNBC,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_P53_DN.V2_UP,0.0617,TNBC,False,2.1944444444444446,0.05555555555555556,1.3611111111111112,1.75,0.1388888888888889,2.5,1.0833333333333337,0.19444444444444448
ONCOGENIC_PDGF_ERK_DN.V1_DN,0.04029,TNBC,False,1.150943396226415,1.0754716981132073,1.3584905660377358,1.7547169811320755,0.5283018867924528,0.3584905660377358,1.5471698113207546,0.5660377358490566
ONCOGENIC_PDGF_ERK_DN.V1_UP,0.0175,TNBC,False,1.1325301204819278,0.8674698795180723,1.1927710843373494,1.1927710843373494,0.6746987951807231,0.6867469879518072,1.1927710843373494,0.6987951807228916
ONCOGENIC_PDGF_UP.V1_DN,0.08296,TNBC,False,3.0,3.333333333333333,2.333333333333333,19.33333333333333,7.333333333333334,0.0,5.666666666666668,0.0
ONCOGENIC_PDGF_UP.V1_UP,0.06532,TNBC,False,1.4615384615384617,0.9743589743589745,2.3076923076923075,2.5384615384615383,0.05128205128205128,0.15384615384615385,2.358974358974359,0.30769230769230765
ONCOGENIC_PIGF_UP.V1_DN,0.14756,TNBC,False,0.5833333333333334,1.0833333333333337,0.0,0.5833333333333334,0.0,1.0,0.8333333333333334,1.5833333333333337
ONCOGENIC_PIGF_UP.V1_UP,0.08327000000000001,TNBC,False,0.6521739130434782,2.0869565217391304,4.3478260869565215,4.3478260869565215,0.0,0.0,4.3478260869565215,0.6521739130434782
ONCOGENIC_PKCA_DN.V1_DN,0.02138,TNBC,False,0.5652173913043478,1.0108695652173914,0.9782608695652174,0.6630434782608695,0.3695652173913044,0.9673913043478259,0.8478260869565217,1.0217391304347825
ONCOGENIC_PKCA_DN.V1_UP,0.96372,TNBC,False,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
ONCOGENIC_PRC1_BMI_UP.V1_DN,0.4098,TNBC,False,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0
ONCOGENIC_PRC1_BMI_UP.V1_UP,0.35925,TNBC,False,0.0,0.0,2.0,0.0,1.0,2.0,7.000000000000001,6.0
ONCOGENIC_PRC2_EED_UP.V1_DN,0.2692,TNBC,False,0.0,0.0,0.0,1.0,0.0,6.0,0.0,11.0
ONCOGENIC_PRC2_EED_UP.V1_UP,0.19016,TNBC,False,0.5,0.0,1.6666666666666667,5.0,0.33333333333333337,0.6666666666666667,9.666666666666666,1.3333333333333337
ONCOGENIC_PRC2_EZH2_UP.V1_DN,0.70655,TNBC,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
ONCOGENIC_PRC2_EZH2_UP.V1_UP,0.01584,TNBC,False,0.9456521739130436,0.8478260869565217,0.9130434782608696,0.2717391304347826,0.5760869565217391,1.0434782608695652,1.0652173913043477,1.0326086956521738
ONCOGENIC_PRC2_SUZ12_UP.V1_DN,0.84801,TNBC,False,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
ONCOGENIC_PRC2_SUZ12_UP.V1_UP,0.7107899999999999,ER+,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_PTEN_DN.V1_DN,0.12588,TNBC,False,6.2,0.26666666666666666,3.733333333333334,0.7333333333333334,2.8,4.066666666666666,0.2,0.0
ONCOGENIC_PTEN_DN.V1_UP,0.9896799999999999,TNBC,False,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
ONCOGENIC_PTEN_DN.V2_DN,0.50738,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_PTEN_DN.V2_UP,0.41486000000000006,TNBC,False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
ONCOGENIC_RAF_UP.V1_DN,0.20395,ER+,False,0.0,0.15,0.0,0.05,4.9,4.9,0.0,4.05
ONCOGENIC_RAF_UP.V1_UP,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RAPA_EARLY_UP.V1_DN,0.01339,TNBC,False,1.0,1.0444444444444445,1.0777777777777775,1.1111111111111112,0.16666666666666666,0.34444444444444444,1.1111111111111112,0.8444444444444444
ONCOGENIC_RAPA_EARLY_UP.V1_UP,0.5001899999999999,TNBC,False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
ONCOGENIC_RB_DN.V1_DN,0.0591,TNBC,False,2.272727272727273,0.6136363636363636,2.227272727272727,2.227272727272727,0.9318181818181818,0.20454545454545453,2.090909090909091,0.0
ONCOGENIC_RB_DN.V1_UP,0.12552,TNBC,False,1.2307692307692308,1.1538461538461535,0.3076923076923077,4.769230769230768,0.0,0.23076923076923075,5.0,0.8461538461538461
ONCOGENIC_RB_P107_DN.V1_DN,0.0026,TNBC,False,1.020408163265306,1.020408163265306,1.020408163265306,1.020408163265306,0.8775510204081632,0.6836734693877552,1.020408163265306,0.979591836734694
ONCOGENIC_RB_P107_DN.V1_UP,0.00624,TNBC,False,1.0101010101010102,1.0101010101010102,0.9595959595959596,1.0101010101010102,0.6666666666666667,0.98989898989899,0.9797979797979798,0.2727272727272728
ONCOGENIC_RB_P130_DN.V1_DN,0.016130000000000002,TNBC,False,1.1123595505617978,1.0561797752808988,1.1235955056179776,1.1235955056179776,0.5842696629213483,0.14606741573033707,1.1235955056179776,0.42696629213483145
ONCOGENIC_RB_P130_DN.V1_UP,0.42132,TNBC,False,1.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0
ONCOGENIC_RELA_DN.V1_DN,0.62336,ER+,False,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_RELA_DN.V1_UP,0.12290999999999999,TNBC,False,4.857142857142857,0.14285714285714285,4.785714285714286,1.4285714285714286,0.7857142857142857,4.071428571428569,1.0,0.0
ONCOGENIC_RPS14_DN.V1_DN,0.59292,TNBC,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_RPS14_DN.V1_UP,0.0008,TNBC,True,1.0,1.0,1.0,1.0,0.99,0.93,1.0,1.0
ONCOGENIC_SINGH_KRAS_DEPENDENCY_SIGNATURE,0.62698,ER+,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_SIRNA_EIF4GI_DN,0.00524,TNBC,False,1.0108695652173914,1.0543478260869563,1.0543478260869563,1.0869565217391304,0.7391304347826088,0.6195652173913042,1.0869565217391304,1.0652173913043477
ONCOGENIC_SIRNA_EIF4GI_UP,0.008159999999999999,TNBC,False,1.1904761904761905,1.0833333333333337,1.1785714285714286,1.1904761904761905,0.2619047619047619,0.03571428571428571,1.1904761904761905,0.07142857142857142
ONCOGENIC_SNF5_DN.V1_DN,0.009559999999999999,TNBC,False,0.979591836734694,0.8979591836734694,0.9591836734693876,0.4897959183673469,0.9387755102040816,0.8979591836734694,1.020408163265306,0.9897959183673468
ONCOGENIC_SNF5_DN.V1_UP,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SRC_UP.V1_DN,0.26999,TNBC,False,0.0,0.0,0.0,1.5,0.25,3.5000000000000004,1.25,5.5
ONCOGENIC_SRC_UP.V1_UP,0.5806899999999999,TNBC,False,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_STK33_DN,0.26377,TNBC,False,0.0,1.1428571428571428,0.0,0.0,0.0,1.4285714285714286,0.4285714285714285,4.857142857142857
ONCOGENIC_STK33_NOMO_DN,0.14476,TNBC,False,0.0,0.5789473684210527,0.0,0.0,0.0,2.4736842105263155,0.736842105263158,4.2631578947368425
ONCOGENIC_STK33_NOMO_UP,2e-05,TNBC,False,1.0,1.0,1.0,1.0,0.97,0.76,1.0,1.0
ONCOGENIC_STK33_SKM_DN,0.21834,TNBC,False,2.666666666666667,2.5,1.5,0.0,0.0,1.6666666666666667,1.1666666666666667,0.33333333333333337
ONCOGENIC_STK33_SKM_UP,0.00103,TNBC,False,1.0,1.0,1.0,1.0,0.91,0.76,1.0,0.95
ONCOGENIC_STK33_UP,0.0009400000000000001,TNBC,False,1.0,1.0,1.0,1.0,0.84,0.38,1.0,1.0
ONCOGENIC_TBK1.DF_DN,0.01609,TNBC,False,0.9753086419753086,1.0493827160493827,1.2222222222222219,1.2345679012345678,0.037037037037037035,0.0,1.2345679012345678,0.9259259259259258
ONCOGENIC_TBK1.DF_UP,0.00036,TNBC,False,1.0,1.0,1.0,1.0,0.99,0.81,1.0,1.0
ONCOGENIC_TBK1.DN.48HRS_DN,0.07408,TNBC,False,1.15,1.95,2.35,4.949999999999998,0.15,0.15,3.65,0.4
ONCOGENIC_TBK1.DN.48HRS_UP,0.10603,TNBC,False,2.6,2.4,16.799999999999994,16.2,0.6,0.0,7.8,0.2
ONCOGENIC_TGFB_UP.V1_DN,0.88139,TNBC,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_TGFB_UP.V1_UP,0.00831,TNBC,False,1.0103092783505154,1.0,1.0103092783505154,1.0309278350515465,0.4742268041237114,0.7835051546391752,1.0309278350515465,0.9072164948453608
ONCOGENIC_VEGF_A_UP.V1_DN,0.04119,TNBC,False,1.1,0.65,1.6666666666666667,1.6166666666666667,0.13333333333333333,0.5333333333333333,1.65,0.8666666666666667
ONCOGENIC_VEGF_A_UP.V1_UP,0.10753,TNBC,False,1.48,0.52,2.72,3.92,0.0,0.76,1.84,0.16
ONCOGENIC_WNT_UP.V1_DN,0.25299,TNBC,False,0.0,0.0,49.0,16.0,23.0,0.0,11.0,1.0
ONCOGENIC_WNT_UP.V1_UP,0.9319200000000001,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_YAP1_DN,0.27019,ER+,False,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ONCOGENIC_YAP1_UP,0.5131399999999999,TNBC,False,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
