,beanie_pval,direction,robust,excluded_BRCA_10,excluded_BRCA_14,excluded_BRCA_8,excluded_BRCA_19,excluded_BRCA_9,excluded_BRCA_2,excluded_BRCA_6,excluded_BRCA_20
ONCOGENIC_KRAS.DF.V1_DN,0.12671,TNBC,False,0.6923076923076923,1.3846153846153846,0.6923076923076923,0.07692307692307693,0.07692307692307693,1.6923076923076923,0.5384615384615385,0.0
ONCOGENIC_KRAS.DF.V1_UP,0.01456,TNBC,False,1.020408163265306,0.5408163265306123,1.020408163265306,0.6122448979591837,0.9183673469387756,0.5,1.020408163265306,0.7653061224489796
ONCOGENIC_KRAS.KIDNEY_UP.V1_DN,0.58143,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.KIDNEY_UP.V1_UP,0.44998,ER+,False,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_DN,0.43941,ER+,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_UP,0.9746,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.LUNG_UP.V1_DN,0.31224,TNBC,False,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
ONCOGENIC_KRAS.LUNG_UP.V1_UP,0.67896,TNBC,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_DN,0.3986,TNBC,False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_UP,0.55055,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_LEF1_UP.V1_DN,0.02962,ER+,False,0.7702702702702702,1.1891891891891893,1.148648648648649,0.945945945945946,0.013513513513513514,0.6756756756756757,1.351351351351351,0.2702702702702703
ONCOGENIC_LEF1_UP.V1_UP,0.011340000000000001,TNBC,False,0.9,1.0,1.0,0.95,0.31,0.77,1.0,0.83
ONCOGENIC_LTE2_UP.V1_DN,0.60561,TNBC,False,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
ONCOGENIC_LTE2_UP.V1_UP,0.11422,TNBC,False,0.0,1.625,1.5,1.125,0.625,5.874999999999999,0.75,0.0
ONCOGENIC_MEK_UP.V1_DN,0.7325699999999999,ER+,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_MEK_UP.V1_UP,0.00119,TNBC,False,0.89,1.0,1.0,1.0,1.0,1.0,1.0,0.45
ONCOGENIC_MEL18_DN.V1_DN,0.87861,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_MEL18_DN.V1_UP,0.40392,TNBC,False,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.N4.V1_DN,0.9283,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.N4.V1_UP,0.015880000000000002,TNBC,False,1.1111111111111112,0.8222222222222222,0.9,1.0888888888888888,0.0,0.1,1.1111111111111112,1.1111111111111112
ONCOGENIC_MTOR_UP.V1_DN,0.3233,TNBC,False,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0
ONCOGENIC_MTOR_UP.V1_UP,0.09962,TNBC,False,1.2173913043478262,0.043478260869565216,0.3478260869565217,0.17391304347826084,0.0,0.5217391304347826,4.130434782608695,3.9565217391304346
ONCOGENIC_MYC_UP.V1_DN,0.12812,ER+,False,1.2222222222222223,0.3333333333333333,0.11111111111111112,5.222222222222221,0.0,0.0,4.222222222222221,1.5555555555555558
ONCOGENIC_MYC_UP.V1_UP,0.48923999999999995,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
ONCOGENIC_NFE2L2.V2,0.7055600000000001,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_NOTCH_DN.V1_DN,0.25595999999999997,ER+,False,9.5,0.0,0.0,0.5,0.0,0.0,3.5000000000000004,0.5
ONCOGENIC_NOTCH_DN.V1_UP,0.29909,ER+,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONCOGENIC_NRL_DN.V1_DN,0.23751999999999998,TNBC,False,42.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0
ONCOGENIC_NRL_DN.V1_UP,0.31203000000000003,TNBC,False,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
ONCOGENIC_P53_DN.V1_DN,0.47298,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_P53_DN.V1_UP,0.04808,TNBC,False,0.9622641509433962,0.7547169811320755,0.490566037735849,0.03773584905660377,1.811320754716981,1.1886792452830188,0.07547169811320754,0.1509433962264151
ONCOGENIC_P53_DN.V2_DN,0.08191,ER+,False,1.0,0.48,1.36,3.0,2.0,0.12,0.28,0.0
ONCOGENIC_P53_DN.V2_UP,0.9308700000000001,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PDGF_ERK_DN.V1_DN,0.56462,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
ONCOGENIC_PDGF_ERK_DN.V1_UP,0.0017800000000000001,TNBC,True,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.91
ONCOGENIC_PDGF_UP.V1_DN,0.17278,ER+,False,1.3157894736842106,0.05263157894736842,0.0,0.0,0.0,1.1052631578947367,3.6315789473684217,0.21052631578947367
ONCOGENIC_PDGF_UP.V1_UP,0.3646,TNBC,False,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_PIGF_UP.V1_DN,0.9301799999999999,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PIGF_UP.V1_UP,0.0238,TNBC,False,1.2658227848101264,0.2405063291139241,0.2278481012658228,1.1898734177215189,0.3291139240506329,1.2658227848101264,1.2658227848101264,0.05063291139240506
ONCOGENIC_PKCA_DN.V1_DN,0.26453000000000004,TNBC,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_PKCA_DN.V1_UP,0.01915,ER+,False,0.8541666666666666,1.0416666666666667,0.8854166666666666,1.0104166666666667,1.0208333333333333,1.0416666666666667,0.9791666666666666,0.4583333333333334
ONCOGENIC_PRC1_BMI_UP.V1_DN,0.9045799999999999,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC1_BMI_UP.V1_UP,0.6471,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC2_EED_UP.V1_DN,0.33642,TNBC,False,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
ONCOGENIC_PRC2_EED_UP.V1_UP,0.30388000000000004,TNBC,False,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_PRC2_EZH2_UP.V1_DN,0.12957,TNBC,False,0.125,0.5,0.125,0.625,0.0,0.5,7.75,1.875
ONCOGENIC_PRC2_EZH2_UP.V1_UP,0.91204,TNBC,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC2_SUZ12_UP.V1_DN,0.5988100000000001,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC2_SUZ12_UP.V1_UP,0.18567,ER+,False,35.0,0.0,0.0,30.0,0.0,0.0,75.0,55.0
ONCOGENIC_PTEN_DN.V1_DN,0.21419000000000002,TNBC,False,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
ONCOGENIC_PTEN_DN.V1_UP,0.32698,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_PTEN_DN.V2_DN,0.5913,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_PTEN_DN.V2_UP,0.55128,TNBC,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_RAF_UP.V1_DN,0.00014,ER+,True,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0
ONCOGENIC_RAF_UP.V1_UP,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RAPA_EARLY_UP.V1_DN,0.02128,TNBC,False,1.1363636363636365,0.9772727272727272,0.13636363636363635,1.0340909090909092,0.9204545454545456,0.9772727272727272,0.9204545454545456,0.25
ONCOGENIC_RAPA_EARLY_UP.V1_UP,0.53952,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RB_DN.V1_DN,0.032510000000000004,TNBC,False,1.2933333333333332,0.5866666666666667,0.68,0.48,0.9733333333333332,0.4666666666666666,1.3066666666666666,1.3333333333333333
ONCOGENIC_RB_DN.V1_UP,0.06289,TNBC,False,2.35,0.025,0.05,2.075,0.0,0.4,2.5,2.45
ONCOGENIC_RB_P107_DN.V1_DN,1e-05,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RB_P107_DN.V1_UP,0.05095,TNBC,False,2.0,0.30612244897959184,0.3673469387755102,1.8979591836734693,0.12244897959183673,0.1020408163265306,2.020408163265306,2.0
ONCOGENIC_RB_P130_DN.V1_DN,0.00079,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RB_P130_DN.V1_UP,0.34462,TNBC,False,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ONCOGENIC_RELA_DN.V1_DN,0.03191,ER+,False,1.356164383561644,0.09589041095890412,0.6027397260273972,0.9452054794520548,0.726027397260274,1.1232876712328768,1.3698630136986298,0.3013698630136986
ONCOGENIC_RELA_DN.V1_UP,0.36761,ER+,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RPS14_DN.V1_DN,0.0515,TNBC,False,1.4516129032258065,0.5645161290322579,0.8064516129032259,0.4838709677419354,0.0,0.08064516129032259,1.6129032258064515,1.5322580645161292
ONCOGENIC_RPS14_DN.V1_UP,0.0261,TNBC,False,0.4318181818181818,1.1022727272727273,1.068181818181818,0.11363636363636365,1.1363636363636365,0.9318181818181818,0.15909090909090912,0.8295454545454545
ONCOGENIC_SINGH_KRAS_DEPENDENCY_SIGNATURE,0.23242,ER+,False,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ONCOGENIC_SIRNA_EIF4GI_DN,0.00032,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SIRNA_EIF4GI_UP,0.00758,TNBC,False,1.0,0.89,0.46,0.94,0.75,1.0,1.0,1.0
ONCOGENIC_SNF5_DN.V1_DN,0.10286,TNBC,False,0.0,3.2500000000000004,8.083333333333334,1.4166666666666667,6.083333333333332,0.0,0.0,0.0
ONCOGENIC_SNF5_DN.V1_UP,0.00056,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SRC_UP.V1_DN,0.74628,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SRC_UP.V1_UP,0.95232,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_STK33_DN,0.17915999999999999,TNBC,False,5.0,2.333333333333333,0.0,0.0,2.666666666666667,1.0,0.0,0.33333333333333337
ONCOGENIC_STK33_NOMO_DN,0.67062,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_STK33_NOMO_UP,0.59918,TNBC,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_STK33_SKM_DN,0.55455,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_STK33_SKM_UP,0.71087,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_STK33_UP,0.53288,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_TBK1.DF_DN,0.00148,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_TBK1.DF_UP,0.10762000000000001,TNBC,False,1.1142857142857143,0.17142857142857146,0.14285714285714288,0.37142857142857133,0.0,1.942857142857143,2.8000000000000003,0.20000000000000004
ONCOGENIC_TBK1.DN.48HRS_DN,0.21145,TNBC,False,3.4444444444444446,0.0,0.0,0.0,0.0,0.0,10.111111111111112,6.777777777777778
ONCOGENIC_TBK1.DN.48HRS_UP,0.04844,TNBC,False,1.8867924528301885,0.2641509433962264,0.03773584905660377,1.4150943396226414,0.5094339622641509,0.1320754716981132,1.69811320754717,1.3962264150943395
ONCOGENIC_TGFB_UP.V1_DN,0.12269000000000001,ER+,False,0.0,0.3125,1.3125,0.25,3.25,0.0,0.0625,1.0625
ONCOGENIC_TGFB_UP.V1_UP,0.71054,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_VEGF_A_UP.V1_DN,0.00896,TNBC,False,1.0101010101010102,0.9595959595959596,1.0101010101010102,0.8888888888888891,0.7676767676767677,1.0101010101010102,1.0101010101010102,0.898989898989899
ONCOGENIC_VEGF_A_UP.V1_UP,0.72548,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_WNT_UP.V1_DN,0.32949,TNBC,False,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
ONCOGENIC_WNT_UP.V1_UP,0.37721,ER+,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ONCOGENIC_YAP1_DN,0.8059999999999999,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_YAP1_UP,0.14381,TNBC,False,5.5,1.5,0.0,6.25,1.25,0.0,0.0,18.25
