,Tumor State,Gene Signature,BEANIE p-value,Direction,Robustness
210,Tumor State 4,ONCOGENIC_PKCA_DN.V1_DN,0.0214,TNBC,False
217,Tumor State 4,ONCOGENIC_PRC2_EZH2_UP.V1_UP,0.0158,TNBC,False
225,Tumor State 4,ONCOGENIC_RAF_UP.V1_UP,0.0,TNBC,True
226,Tumor State 4,ONCOGENIC_RAPA_EARLY_UP.V1_DN,0.0134,TNBC,False
230,Tumor State 4,ONCOGENIC_RB_P107_DN.V1_DN,0.0026,TNBC,False
231,Tumor State 4,ONCOGENIC_RB_P107_DN.V1_UP,0.0062,TNBC,False
232,Tumor State 4,ONCOGENIC_RB_P130_DN.V1_DN,0.0161,TNBC,False
237,Tumor State 4,ONCOGENIC_RPS14_DN.V1_UP,0.0008,TNBC,True
239,Tumor State 4,ONCOGENIC_SIRNA_EIF4GI_DN,0.0052,TNBC,False
240,Tumor State 4,ONCOGENIC_SIRNA_EIF4GI_UP,0.0082,TNBC,False
241,Tumor State 4,ONCOGENIC_SNF5_DN.V1_DN,0.0096,TNBC,False
242,Tumor State 4,ONCOGENIC_SNF5_DN.V1_UP,0.0,TNBC,True
247,Tumor State 4,ONCOGENIC_STK33_NOMO_UP,0.0,TNBC,False
249,Tumor State 4,ONCOGENIC_STK33_SKM_UP,0.001,TNBC,False
250,Tumor State 4,ONCOGENIC_STK33_UP,0.0009,TNBC,False
251,Tumor State 4,ONCOGENIC_TBK1.DF_DN,0.0161,TNBC,False
252,Tumor State 4,ONCOGENIC_TBK1.DF_UP,0.0004,TNBC,False
256,Tumor State 4,ONCOGENIC_TGFB_UP.V1_UP,0.0083,TNBC,False
257,Tumor State 4,ONCOGENIC_VEGF_A_UP.V1_DN,0.0412,TNBC,False
1,Tumor State 5,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.034,TNBC,False
2,Tumor State 5,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.0,TNBC,True
3,Tumor State 5,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,0.0016,TNBC,False
4,Tumor State 5,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0.0,TNBC,True
6,Tumor State 5,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0177,TNBC,False
11,Tumor State 5,REACTOME_INTERFERON_SIGNALING,0.029,TNBC,False
13,Tumor State 5,WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS,0.0287,TNBC,False
15,Tumor State 5,WP_TYPE_II_INTERFERON_SIGNALING,0.0024,TNBC,False
22,Tumor State 5,WU_ET_AL_BASAL_SC,0.0,TNBC,True
25,Tumor State 5,WU_EL_AL_LUMB_SC,0.0,ER+,False
26,Tumor State 5,HALLMARK_ADIPOGENESIS,0.0089,TNBC,False
27,Tumor State 5,HALLMARK_ALLOGRAFT_REJECTION,0.0,TNBC,True
30,Tumor State 5,HALLMARK_APICAL_JUNCTION,0.0,TNBC,True
33,Tumor State 5,HALLMARK_BILE_ACID_METABOLISM,0.0343,ER+,False
35,Tumor State 5,HALLMARK_COAGULATION,0.0281,TNBC,False
36,Tumor State 5,HALLMARK_COMPLEMENT,0.0,TNBC,True
37,Tumor State 5,HALLMARK_DNA_REPAIR,0.0076,TNBC,False
38,Tumor State 5,HALLMARK_E2F_TARGETS,0.0001,TNBC,True
39,Tumor State 5,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0,TNBC,True
40,Tumor State 5,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0,ER+,True
41,Tumor State 5,HALLMARK_ESTROGEN_RESPONSE_LATE,0.0011,ER+,False
43,Tumor State 5,HALLMARK_G2M_CHECKPOINT,0.0005,TNBC,True
44,Tumor State 5,HALLMARK_GLYCOLYSIS,0.0,TNBC,True
46,Tumor State 5,HALLMARK_HEME_METABOLISM,0.0107,TNBC,False
47,Tumor State 5,HALLMARK_HYPOXIA,0.0007,TNBC,False
49,Tumor State 5,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001,TNBC,False
53,Tumor State 5,HALLMARK_MITOTIC_SPINDLE,0.0003,TNBC,False
54,Tumor State 5,HALLMARK_MTORC1_SIGNALING,0.0002,TNBC,True
55,Tumor State 5,HALLMARK_MYC_TARGETS_V1,0.0,TNBC,True
56,Tumor State 5,HALLMARK_MYC_TARGETS_V2,0.0415,TNBC,False
57,Tumor State 5,HALLMARK_MYOGENESIS,0.0076,TNBC,False
59,Tumor State 5,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0168,TNBC,False
63,Tumor State 5,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0087,TNBC,True
64,Tumor State 5,HALLMARK_PROTEIN_SECRETION,0.0008,TNBC,True
65,Tumor State 5,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0235,TNBC,False
68,Tumor State 5,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.046,TNBC,False
69,Tumor State 5,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0014,TNBC,False
83,Tumor State 5,ONCOGENIC_ATF2_UP.V1_UP,0.0208,TNBC,False
95,Tumor State 5,ONCOGENIC_BMI1_DN_MEL18_DN.V1_UP,0.0157,TNBC,False
99,Tumor State 5,ONCOGENIC_CAHOY_ASTROGLIAL,0.0303,TNBC,False
103,Tumor State 5,ONCOGENIC_CAMP_UP.V1_UP,0.0233,TNBC,False
104,Tumor State 5,ONCOGENIC_CORDENONSI_YAP_CONSERVED_SIGNATURE,0.0016,TNBC,True
105,Tumor State 5,ONCOGENIC_CRX_DN.V1_DN,0.0356,TNBC,False
110,Tumor State 5,ONCOGENIC_CSR_EARLY_UP.V1_UP,0.0001,TNBC,True
112,Tumor State 5,ONCOGENIC_CSR_LATE_UP.V1_UP,0.0134,TNBC,False
117,Tumor State 5,ONCOGENIC_CYCLIN_D1_UP.V1_DN,0.0038,TNBC,True
122,Tumor State 5,ONCOGENIC_E2F1_UP.V1_UP,0.0183,TNBC,False
123,Tumor State 5,ONCOGENIC_E2F3_UP.V1_DN,0.037,ER+,False
124,Tumor State 5,ONCOGENIC_E2F3_UP.V1_UP,0.019,ER+,False
126,Tumor State 5,ONCOGENIC_EGFR_UP.V1_UP,0.0312,TNBC,False
130,Tumor State 5,ONCOGENIC_ERBB2_UP.V1_UP,0.0177,TNBC,False
135,Tumor State 5,ONCOGENIC_ESC_V6.5_UP_EARLY.V1_DN,0.0,TNBC,True
137,Tumor State 5,ONCOGENIC_ESC_V6.5_UP_LATE.V1_DN,0.0003,TNBC,True
142,Tumor State 5,ONCOGENIC_GCNP_SHH_UP_LATE.V1_UP,0.0102,TNBC,False
143,Tumor State 5,ONCOGENIC_GLI1_UP.V1_DN,0.0164,TNBC,False
146,Tumor State 5,ONCOGENIC_HINATA_NFKB_MATRIX,0.0161,TNBC,False
147,Tumor State 5,ONCOGENIC_HOXA9_DN.V1_DN,0.0137,TNBC,False
167,Tumor State 5,ONCOGENIC_KRAS.AMP.LUNG_UP.V1_DN,0.0139,ER+,False
172,Tumor State 5,ONCOGENIC_KRAS.DF.V1_UP,0.0146,TNBC,False
181,Tumor State 5,ONCOGENIC_LEF1_UP.V1_DN,0.0296,ER+,False
182,Tumor State 5,ONCOGENIC_LEF1_UP.V1_UP,0.0113,TNBC,False
186,Tumor State 5,ONCOGENIC_MEK_UP.V1_UP,0.0012,TNBC,False
190,Tumor State 5,ONCOGENIC_MTOR_UP.N4.V1_UP,0.0159,TNBC,False
201,Tumor State 5,ONCOGENIC_P53_DN.V1_UP,0.0481,TNBC,False
205,Tumor State 5,ONCOGENIC_PDGF_ERK_DN.V1_UP,0.0018,TNBC,True
209,Tumor State 5,ONCOGENIC_PIGF_UP.V1_UP,0.0238,TNBC,False
211,Tumor State 5,ONCOGENIC_PKCA_DN.V1_UP,0.0192,ER+,False
224,Tumor State 5,ONCOGENIC_RAF_UP.V1_DN,0.0001,ER+,True
225,Tumor State 5,ONCOGENIC_RAF_UP.V1_UP,0.0,TNBC,True
226,Tumor State 5,ONCOGENIC_RAPA_EARLY_UP.V1_DN,0.0213,TNBC,False
228,Tumor State 5,ONCOGENIC_RB_DN.V1_DN,0.0325,TNBC,False
230,Tumor State 5,ONCOGENIC_RB_P107_DN.V1_DN,0.0,TNBC,True
232,Tumor State 5,ONCOGENIC_RB_P130_DN.V1_DN,0.0008,TNBC,True
234,Tumor State 5,ONCOGENIC_RELA_DN.V1_DN,0.0319,ER+,False
237,Tumor State 5,ONCOGENIC_RPS14_DN.V1_UP,0.0261,TNBC,False
239,Tumor State 5,ONCOGENIC_SIRNA_EIF4GI_DN,0.0003,TNBC,True
240,Tumor State 5,ONCOGENIC_SIRNA_EIF4GI_UP,0.0076,TNBC,False
242,Tumor State 5,ONCOGENIC_SNF5_DN.V1_UP,0.0006,TNBC,True
251,Tumor State 5,ONCOGENIC_TBK1.DF_DN,0.0015,TNBC,True
254,Tumor State 5,ONCOGENIC_TBK1.DN.48HRS_UP,0.0484,TNBC,False
257,Tumor State 5,ONCOGENIC_VEGF_A_UP.V1_DN,0.009,TNBC,False
