,beanie_pval,direction,robust,excluded_BRCA_26,excluded_BRCA_4,excluded_BRCA_44,excluded_BRCA_24,excluded_BRCA_39,excluded_BRCA_38,excluded_BRCA_28,excluded_BRCA_14,excluded_BRCA_11,excluded_BRCA_32,excluded_BRCA_21,excluded_BRCA_22,excluded_BRCA_17,excluded_BRCA_19,excluded_BRCA_0,excluded_BRCA_9,excluded_BRCA_30,excluded_BRCA_23,excluded_BRCA_16,excluded_BRCA_6,excluded_BRCA_46,excluded_BRCA_45,excluded_BRCA_7
ONCOGENIC_AKT_UP_MTOR_DN.V1_UP,0.11544000000000001,treatment_naive,False,2.8125,1.4375,1.4375,1.375,2.0,1.375,1.125,1.5625,2.1875,0.6875,1.25,1.5,1.0,3.0,1.25,2.375,0.0625,3.5625,2.3125,1.0625,0.4375000000000001,1.9375,0.6875
ONCOGENIC_ALK_DN.V1_DN,0.84226,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_ALK_DN.V1_UP,0.46781000000000006,treatment_naive,False,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
ONCOGENIC_ATF2_S_UP.V1_DN,0.05366,treatment_naive,False,0.6949152542372882,0.4915254237288135,0.5254237288135594,1.2203389830508475,0.44067796610169496,0.9491525423728816,0.5084745762711864,1.305084745762712,1.1864406779661016,0.8474576271186441,0.5932203389830508,0.7288135593220341,0.8644067796610171,1.3898305084745763,0.8813559322033899,0.5932203389830508,0.2372881355932204,1.0169491525423728,1.2033898305084745,0.8644067796610171,0.4745762711864408,0.9661016949152542,0.7288135593220341
ONCOGENIC_ATF2_S_UP.V1_UP,0.19138,treatment_naive,False,0.9090909090909092,1.181818181818182,1.7272727272727273,0.5454545454545454,1.4545454545454546,2.9090909090909087,1.6363636363636362,0.7272727272727273,0.8181818181818181,0.5454545454545454,0.7272727272727273,2.636363636363636,0.18181818181818185,0.8181818181818181,0.7272727272727273,2.090909090909091,0.18181818181818185,4.181818181818182,2.9090909090909087,0.09090909090909093,0.8181818181818181,0.09090909090909093,2.363636363636364
ONCOGENIC_ATF2_UP.V1_DN,0.02108,treatment_naive,False,0.9625,0.625,0.8624999999999999,0.9375,0.425,0.95,0.6625,1.1749999999999998,0.9875,0.7749999999999999,1.15,0.65,0.7875,1.15,0.8624999999999999,0.7999999999999999,0.375,1.1,1.0375,0.8375,0.6875,0.7875,0.9875
ONCOGENIC_ATF2_UP.V1_UP,0.76274,treatment_naive,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ATM_DN.V1_DN,0.10588,treatment_naive,False,2.0,1.272727272727273,1.9545454545454544,0.6363636363636365,0.9090909090909092,1.0454545454545454,1.318181818181818,1.4545454545454546,0.4545454545454546,2.409090909090909,1.4545454545454546,0.6818181818181818,0.8181818181818181,2.090909090909091,0.3636363636363637,2.863636363636364,0.2727272727272727,2.4545454545454546,2.727272727272727,0.13636363636363635,0.2727272727272727,1.1363636363636365,0.8636363636363636
ONCOGENIC_ATM_DN.V1_UP,0.28208,treatment_naive,False,0.5,0.5,3.8333333333333335,0.16666666666666669,0.5,2.166666666666667,0.8333333333333334,0.6666666666666667,0.6666666666666667,2.0,2.0,1.0,0.33333333333333337,0.5,1.3333333333333337,0.8333333333333334,0.16666666666666669,2.666666666666667,0.5,0.6666666666666667,0.8333333333333334,1.5,1.3333333333333337
ONCOGENIC_BCAT.100_UP.V1_DN,0.1963,treatment_naive,False,0.4,0.2,2.6,0.6,0.6,1.4,0.4,5.2,0.0,4.0,8.399999999999999,0.4,0.7999999999999999,4.6,4.199999999999998,1.6,0.4,7.399999999999999,0.0,3.4,0.0,1.2,7.8
ONCOGENIC_BCAT.100_UP.V1_UP,0.36156,treatment_naive,False,1.5,0.0,3.5000000000000004,0.0,0.5,0.5,0.5,1.0,1.0,0.5,3.5000000000000004,0.0,2.0,4.5,0.0,2.5,0.0,7.5,0.5,0.0,0.5,1.5,1.5
ONCOGENIC_BCAT_BILD_ET_AL_DN,0.07094,treatment_naive,False,0.7358490566037735,0.7735849056603773,0.18867924528301888,1.5471698113207546,0.4339622641509434,0.4528301886792453,0.2830188679245283,1.0943396226415094,0.7735849056603773,0.7547169811320755,0.4339622641509434,0.4528301886792453,0.7924528301886792,1.018867924528302,1.2452830188679245,0.8679245283018868,0.3018867924528302,1.2641509433962264,0.20754716981132074,1.2452830188679245,0.5849056603773585,0.660377358490566,0.5660377358490566
ONCOGENIC_BCAT_BILD_ET_AL_UP,0.65882,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_BCAT_GDS748_DN,0.79872,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
ONCOGENIC_BCAT_GDS748_UP,0.79608,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_BMI1_DN.V1_DN,0.75258,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_BMI1_DN.V1_UP,0.00131,treatment_naive,False,1.0101010101010102,0.9393939393939394,0.9393939393939394,1.0101010101010102,0.98989898989899,1.0101010101010102,1.0,1.0101010101010102,1.0,1.0101010101010102,0.9595959595959596,1.0,0.9090909090909092,1.0101010101010102,1.0101010101010102,1.0101010101010102,0.9393939393939394,1.0101010101010102,1.0,0.9797979797979798,0.8181818181818182,1.0,0.9696969696969696
ONCOGENIC_BMI1_DN_MEL18_DN.V1_DN,0.72412,anti_PD1,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_BMI1_DN_MEL18_DN.V1_UP,0.00274,treatment_naive,True,1.020408163265306,0.9693877551020408,0.9693877551020408,1.010204081632653,0.9183673469387756,1.020408163265306,1.0,0.9897959183673468,1.020408163265306,0.9897959183673468,0.9387755102040816,1.020408163265306,0.9183673469387756,0.9693877551020408,0.9285714285714286,0.979591836734694,1.020408163265306,0.979591836734694,0.9693877551020408,1.010204081632653,0.9591836734693876,1.020408163265306,0.9081632653061223
ONCOGENIC_BRCA1_DN.V1_DN,0.27826,treatment_naive,False,0.7777777777777779,0.11111111111111112,0.3333333333333333,0.6666666666666666,0.0,1.8888888888888893,1.1111111111111112,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.5555555555555556,0.11111111111111112,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.3333333333333333,1.7777777777777781,0.7777777777777779,0.0,2.0,1.2222222222222223,0.7777777777777779
ONCOGENIC_BRCA1_DN.V1_UP,0.34881999999999996,anti_PD1,False,3.0,4.5,0.0,1.5,8.0,0.5,0.5,1.0,2.0,0.5,0.0,3.5000000000000004,2.0,2.0,2.0,0.5,0.0,12.5,2.0,0.0,2.0,1.0,1.0
ONCOGENIC_CAHOY_ASTROCYTIC,0.5243899999999999,treatment_naive,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_CAHOY_ASTROGLIAL,0.09812,treatment_naive,False,2.3076923076923075,0.2692307692307693,0.5,1.2307692307692308,0.5769230769230769,1.6153846153846152,1.1538461538461535,2.192307692307692,0.3076923076923077,2.4615384615384617,0.6538461538461539,2.6153846153846154,0.11538461538461538,2.769230769230769,1.1153846153846152,0.8846153846153846,0.038461538461538464,2.0,1.9230769230769231,1.0384615384615383,0.4230769230769231,1.2692307692307692,0.5
ONCOGENIC_CAHOY_NEURONAL,0.34931999999999996,anti_PD1,False,5.0,0.0,5.0,1.0,5.0,0.0,6.0,0.0,1.0,2.0,4.0,3.0,1.0,11.0,1.0,0.0,0.0,21.0,0.0,8.0,0.0,0.0,2.0
ONCOGENIC_CAHOY_OLIGODENDROCUTIC,0.5497,treatment_naive,False,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0
ONCOGENIC_CAMP_UP.V1_DN,0.04612,treatment_naive,False,1.6,0.58,0.08,1.92,1.34,0.26,0.84,1.1,1.14,1.3,0.56,0.98,1.04,1.48,0.76,1.0,0.12,1.68,0.3,1.74,1.52,1.26,0.2
ONCOGENIC_CAMP_UP.V1_UP,0.8551799999999999,anti_PD1,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_CORDENONSI_YAP_CONSERVED_SIGNATURE,0.15785,treatment_naive,False,0.7857142857142857,0.9285714285714284,0.21428571428571425,5.571428571428571,1.357142857142857,2.928571428571428,1.714285714285714,2.7857142857142856,0.857142857142857,3.928571428571429,0.4285714285714285,4.571428571428571,0.6428571428571428,3.714285714285714,4.2142857142857135,0.7857142857142857,0.07142857142857142,4.142857142857142,0.6428571428571428,1.4999999999999998,0.2857142857142857,0.857142857142857,0.5714285714285714
ONCOGENIC_CRX_DN.V1_DN,0.08238999999999999,treatment_naive,False,1.5365853658536586,0.7560975609756098,0.6097560975609756,1.2926829268292683,0.8536585365853658,0.8536585365853658,0.2926829268292683,1.5365853658536586,0.5609756097560976,1.3658536585365857,0.8780487804878049,1.0487804878048779,0.7317073170731707,0.5853658536585366,0.9756097560975612,0.5853658536585366,0.024390243902439025,1.7073170731707317,1.0487804878048779,1.2926829268292683,0.14634146341463414,1.0,0.5609756097560976
ONCOGENIC_CRX_DN.V1_UP,0.14736,treatment_naive,False,1.1538461538461535,1.1538461538461535,2.0769230769230766,0.4615384615384615,0.6923076923076923,1.2307692307692308,1.1538461538461535,0.923076923076923,1.3076923076923077,1.7692307692307692,0.6153846153846154,1.3076923076923077,0.6153846153846154,2.6153846153846154,0.6153846153846154,1.5384615384615383,1.9230769230769231,2.1538461538461537,0.6153846153846154,0.0,0.3076923076923077,0.6153846153846154,1.0
ONCOGENIC_CRX_NRL_DN.V1_DN,0.11455,treatment_naive,False,0.8076923076923076,1.846153846153846,2.0769230769230766,0.6153846153846154,0.8846153846153846,1.0,0.8076923076923076,1.5384615384615383,0.8461538461538461,1.8076923076923077,1.0769230769230769,0.5769230769230769,1.8076923076923077,0.38461538461538464,1.0384615384615383,0.9615384615384616,0.07692307692307693,1.9615384615384612,0.7692307692307693,1.1153846153846152,0.5384615384615385,0.7692307692307693,0.4615384615384615
ONCOGENIC_CRX_NRL_DN.V1_UP,0.009059999999999999,treatment_naive,False,0.8913043478260869,1.0434782608695652,1.0217391304347825,0.934782608695652,0.8043478260869564,1.0652173913043477,0.8369565217391304,1.0326086956521738,0.9130434782608696,1.0434782608695652,1.0,1.0108695652173914,0.9456521739130436,1.0652173913043477,1.0652173913043477,0.8586956521739131,0.4565217391304348,1.0434782608695652,0.9130434782608696,0.8152173913043478,0.8260869565217391,0.8695652173913043,0.9891304347826086
ONCOGENIC_CSR_EARLY_UP.V1_DN,0.04983,treatment_naive,False,0.673076923076923,0.4615384615384615,1.1153846153846152,1.0192307692307692,0.7115384615384615,0.8269230769230769,1.1538461538461535,0.9615384615384616,0.75,1.4615384615384617,1.346153846153846,0.15384615384615385,1.596153846153846,1.2307692307692308,0.6923076923076923,0.9807692307692308,0.28846153846153844,1.6538461538461535,0.3461538461538461,1.0576923076923077,1.096153846153846,1.0,0.8653846153846154
ONCOGENIC_CSR_EARLY_UP.V1_UP,0.02613,treatment_naive,False,0.9285714285714288,1.0,0.4428571428571429,1.3285714285714287,0.942857142857143,0.7714285714285716,1.1,0.8714285714285714,1.1285714285714288,1.2428571428571429,0.7142857142857143,1.3714285714285714,0.7571428571428572,0.9857142857142857,1.2142857142857144,0.8571428571428572,0.37142857142857133,1.2428571428571429,0.8571428571428572,1.3,1.2285714285714286,1.0,0.6571428571428573
ONCOGENIC_CSR_LATE_UP.V1_DN,0.9744799999999999,anti_PD1,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CSR_LATE_UP.V1_UP,0.38486,treatment_naive,False,0.0,0.6666666666666667,0.0,2.0,0.6666666666666667,0.33333333333333337,1.0,0.0,1.3333333333333337,0.0,0.0,12.666666666666668,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.0,3.0,2.0,0.33333333333333337,0.6666666666666667,0.0,0.33333333333333337
ONCOGENIC_CTIP_DN.V1_DN,0.62716,treatment_naive,False,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.5,0.0,1.0
ONCOGENIC_CTIP_DN.V1_UP,0.23151999999999998,treatment_naive,False,0.6,0.06666666666666668,0.6,0.5333333333333333,0.4,3.2666666666666666,0.26666666666666666,0.8666666666666667,0.8,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.2,0.9333333333333336,0.4,0.4,0.33333333333333337,2.5333333333333337,0.13333333333333333,0.6666666666666667,0.06666666666666668,0.13333333333333333,0.13333333333333333
ONCOGENIC_CYCLIN_D1_KE_.V1_DN,0.13172,treatment_naive,False,1.3636363636363635,0.40909090909090906,0.0,3.5454545454545454,0.7272727272727273,0.7272727272727273,2.0454545454545454,0.40909090909090906,0.6363636363636365,1.7272727272727273,0.2727272727272727,1.7727272727272727,0.7272727272727273,0.6363636363636365,0.9090909090909092,2.636363636363636,0.0,2.590909090909091,0.2727272727272727,2.090909090909091,1.7727272727272727,1.0,0.0
ONCOGENIC_CYCLIN_D1_KE_.V1_UP,0.06792999999999999,treatment_naive,False,1.25,0.7249999999999999,0.45,1.825,1.35,1.275,0.975,0.95,0.95,1.95,0.475,2.075,0.35000000000000003,1.475,1.4999999999999998,0.7999999999999999,0.15,1.7999999999999998,1.075,1.1749999999999998,0.5499999999999999,0.5249999999999999,0.6
ONCOGENIC_CYCLIN_D1_UP.V1_DN,0.035089999999999996,treatment_naive,False,0.9701492537313432,0.9402985074626864,0.2835820895522388,1.4477611940298507,0.8507462686567163,1.0149253731343284,0.9850746268656716,0.9402985074626864,1.0,0.9701492537313432,0.5223880597014925,1.3283582089552235,0.8208955223880597,0.9104477611940298,0.9104477611940298,1.0149253731343284,0.13432835820895522,1.3134328358208955,0.9701492537313432,0.8358208955223881,1.0746268656716418,0.6865671641791045,0.29850746268656714
ONCOGENIC_CYCLIN_D1_UP.V1_UP,0.13003,treatment_naive,False,1.1052631578947367,1.1052631578947367,0.10526315789473684,3.684210526315789,1.5789473684210529,0.9473684210526316,1.526315789473684,0.368421052631579,0.5789473684210527,2.736842105263158,0.2631578947368421,2.6842105263157894,0.10526315789473684,1.4210526315789471,1.4210526315789471,0.631578947368421,0.05263157894736842,2.8947368421052637,0.6842105263157895,1.263157894736842,0.42105263157894735,0.631578947368421,0.15789473684210525
ONCOGENIC_DCA_UP.V1_DN,0.13377,treatment_naive,False,0.4782608695652174,1.4347826086956519,0.3913043478260869,1.3478260869565215,0.9565217391304348,1.2173913043478262,0.6521739130434782,0.7391304347826088,0.6956521739130435,0.6086956521739131,0.3913043478260869,0.6086956521739131,0.7391304347826088,0.6956521739130435,1.4782608695652175,0.3913043478260869,0.3913043478260869,2.1739130434782608,0.43478260869565216,0.7826086956521738,0.3913043478260869,0.5217391304347826,1.6521739130434785
ONCOGENIC_DCA_UP.V1_UP,0.19466,treatment_naive,False,2.8000000000000003,0.2,3.6,0.7999999999999999,0.4,3.6,2.4,1.0,1.6,3.4,4.199999999999998,1.6,1.4,0.2,0.6,4.8,4.8,6.199999999999998,0.7999999999999999,4.8,0.6,2.6,2.0
ONCOGENIC_E2F1_UP.V1_DN,0.0008,treatment_naive,False,1.0416666666666667,0.8437500000000001,0.9895833333333334,1.0416666666666667,0.96875,1.0,1.03125,1.0416666666666667,1.03125,1.0208333333333333,0.96875,1.0416666666666667,1.03125,1.0416666666666667,0.9479166666666669,1.0416666666666667,0.6458333333333334,1.0104166666666667,1.0,1.0208333333333333,0.9375,1.0104166666666667,0.8229166666666667
ONCOGENIC_E2F1_UP.V1_UP,0.07711,treatment_naive,False,0.4444444444444445,1.4722222222222223,0.3611111111111112,1.6111111111111112,0.5833333333333334,1.3611111111111112,1.1944444444444444,0.1388888888888889,1.4166666666666667,0.8611111111111112,0.08333333333333333,2.1111111111111107,0.4444444444444445,0.7500000000000001,1.4444444444444446,0.8611111111111112,0.05555555555555556,1.3888888888888888,1.0833333333333337,0.5,1.2777777777777781,0.4166666666666667,1.1111111111111112
ONCOGENIC_E2F3_UP.V1_DN,0.29613,treatment_naive,False,6.0,1.0,1.0,0.33333333333333337,5.333333333333334,1.3333333333333337,1.3333333333333337,0.0,4.0,1.0,1.3333333333333337,0.6666666666666667,2.333333333333333,2.0,0.6666666666666667,0.33333333333333337,0.33333333333333337,5.666666666666668,0.0,1.0,1.0,1.6666666666666667,3.666666666666667
ONCOGENIC_E2F3_UP.V1_UP,0.78054,treatment_naive,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ONCOGENIC_EGFR_UP.V1_DN,0.26574000000000003,treatment_naive,False,6.5,1.0,2.0,1.5,1.0,1.0,5.5,1.0,2.0,4.5,3.5000000000000004,3.0,6.0,6.0,1.5,6.5,0.0,11.5,2.0,4.0,0.5,11.5,0.0
ONCOGENIC_EGFR_UP.V1_UP,0.09154,treatment_naive,False,2.4285714285714293,0.1142857142857143,0.9142857142857144,0.2285714285714286,0.7428571428571429,0.942857142857143,1.3142857142857145,1.1428571428571432,1.2,0.6,1.0571428571428572,1.1714285714285717,0.20000000000000004,1.6000000000000003,0.7142857142857143,1.0,0.028571428571428574,1.885714285714286,0.7714285714285716,1.2857142857142858,0.05714285714285715,0.17142857142857146,0.5714285714285715
ONCOGENIC_EIF4E_DN,0.04512,treatment_naive,False,1.1875,0.640625,0.40625,1.21875,0.765625,1.1875,0.703125,1.28125,1.15625,0.75,1.015625,1.078125,1.1875,1.234375,1.0,0.984375,0.328125,1.3125,0.75,1.140625,0.75,0.4375000000000001,0.859375
ONCOGENIC_EIF4E_UP,0.91022,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ERBB2_UP.V1_DN,0.03138,treatment_naive,False,1.1044776119402984,1.0298507462686566,0.6417910447761194,1.2238805970149251,0.9701492537313432,0.6567164179104478,1.253731343283582,0.4925373134328358,0.9701492537313432,1.08955223880597,0.4776119402985074,1.253731343283582,0.8358208955223881,0.7313432835820894,0.8955223880597014,1.1940298507462686,0.1791044776119403,1.1791044776119404,0.8507462686567163,1.0,0.9402985074626864,0.8805970149253729,0.5373134328358209
ONCOGENIC_ERBB2_UP.V1_UP,0.71836,treatment_naive,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_EARLY.V1_DN,0.03845,treatment_naive,False,0.8208955223880597,1.2388059701492535,0.4925373134328358,1.0746268656716418,0.34328358208955223,0.6417910447761194,1.0597014925373134,0.7910447761194029,0.6567164179104478,1.164179104477612,0.6716417910447761,0.8208955223880597,1.208955223880597,1.1791044776119404,0.8208955223880597,1.0298507462686566,0.13432835820895522,1.208955223880597,1.0746268656716418,0.8955223880597014,0.6865671641791045,1.388059701492537,0.14925373134328354
ONCOGENIC_ESC_J1_UP_EARLY.V1_UP,0.26295999999999997,treatment_naive,False,0.5,1.3333333333333337,0.16666666666666669,1.3333333333333337,0.33333333333333337,0.8333333333333334,0.0,2.833333333333333,1.0,2.833333333333333,0.5,0.0,0.33333333333333337,2.166666666666667,2.166666666666667,0.16666666666666669,0.0,7.0,0.8333333333333334,0.8333333333333334,0.0,0.6666666666666667,2.166666666666667
ONCOGENIC_ESC_J1_UP_LATE.V1_DN,0.16802,treatment_naive,False,1.0833333333333337,1.4166666666666667,0.6666666666666667,1.6666666666666667,0.8333333333333334,1.3333333333333337,0.9166666666666669,1.3333333333333337,1.75,1.4166666666666667,1.4166666666666667,0.9166666666666669,2.333333333333333,1.25,0.9166666666666669,1.1666666666666667,0.08333333333333334,4.666666666666667,1.0833333333333337,1.0,2.333333333333333,1.6666666666666667,0.6666666666666667
ONCOGENIC_ESC_J1_UP_LATE.V1_UP,0.37939,treatment_naive,False,1.0,1.0,0.4,0.2,0.4,0.2,0.0,3.2,0.0,2.2,0.0,0.2,0.0,4.6,3.4,0.2,0.0,1.7999999999999998,0.2,0.7999999999999999,0.0,0.0,1.0
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_DN,4e-05,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_UP,0.5256,treatment_naive,False,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
ONCOGENIC_ESC_V6.5_UP_LATE.V1_DN,0.17629,treatment_naive,False,0.5833333333333334,2.833333333333333,0.75,2.0,1.6666666666666667,0.5833333333333334,1.9166666666666667,1.0,2.583333333333333,0.5,0.16666666666666669,3.583333333333333,1.25,2.166666666666667,0.8333333333333334,0.33333333333333337,0.0,4.666666666666667,1.8333333333333333,0.16666666666666669,0.16666666666666669,3.2500000000000004,1.5
ONCOGENIC_ESC_V6.5_UP_LATE.V1_UP,0.3177,treatment_naive,False,0.3333333333333333,0.11111111111111112,0.0,1.3333333333333333,0.6666666666666666,0.7777777777777779,0.0,2.4444444444444446,0.11111111111111112,2.333333333333333,0.0,1.2222222222222223,0.11111111111111112,2.333333333333333,4.222222222222221,0.11111111111111112,0.0,3.333333333333333,0.22222222222222224,0.4444444444444445,0.0,0.11111111111111112,0.22222222222222224
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_DN,0.43698000000000004,treatment_naive,False,5.0,1.0,1.0,1.0,4.0,0.0,4.0,4.0,5.0,3.0,2.0,0.0,0.0,7.000000000000001,0.0,9.0,0.0,6.0,1.0,3.0,1.0,1.0,0.0
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_UP,0.06154,treatment_naive,False,0.8333333333333334,1.3333333333333337,0.5416666666666667,1.6875000000000002,1.0625,0.6875000000000001,0.9791666666666666,0.6875000000000001,1.2083333333333333,0.5833333333333334,0.375,1.6041666666666667,0.8541666666666666,0.8541666666666666,1.4166666666666667,0.7916666666666667,0.125,1.4583333333333333,0.5,1.0208333333333333,1.1458333333333337,0.5833333333333334,1.0416666666666667
ONCOGENIC_GCNP_SHH_UP_LATE.V1_DN,0.08344,treatment_naive,False,0.8000000000000002,1.085714285714286,0.14285714285714288,1.0285714285714287,1.4571428571428573,1.0285714285714287,1.0571428571428572,0.4285714285714286,0.4285714285714286,1.2285714285714286,0.37142857142857133,1.5428571428571431,0.31428571428571433,1.1714285714285717,1.7428571428571429,0.8285714285714285,0.05714285714285715,1.8571428571428572,0.7714285714285716,0.8571428571428572,0.14285714285714288,0.6,0.5142857142857143
ONCOGENIC_GCNP_SHH_UP_LATE.V1_UP,0.01396,treatment_naive,False,1.025974025974026,1.0779220779220782,0.8701298701298702,1.1688311688311688,1.12987012987013,1.0649350649350648,1.1688311688311688,0.935064935064935,1.0909090909090908,1.1168831168831168,0.8051948051948051,1.2857142857142856,0.8961038961038961,1.0,1.2337662337662336,0.8961038961038961,0.23376623376623376,1.181818181818182,0.9090909090909092,1.103896103896104,1.0,0.6493506493506493,1.1168831168831168
ONCOGENIC_GLI1_UP.V1_DN,0.9893,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_GLI1_UP.V1_UP,0.19119,treatment_naive,False,6.199999999999998,1.0,1.0,2.2,1.0,1.2,1.2,2.8000000000000003,0.6,2.6,1.4,0.4,1.0,0.0,2.0,2.6,0.4,6.4,0.0,2.8000000000000003,1.6,1.2,4.4
ONCOGENIC_HINATA_NFKB_IMMU_INF,0.1273,treatment_naive,False,2.272727272727273,1.318181818181818,0.5,1.7272727272727273,0.2272727272727273,1.681818181818182,1.1363636363636365,1.0909090909090908,1.681818181818182,0.6818181818181818,0.7727272727272728,1.0454545454545454,2.1818181818181817,0.4545454545454546,0.2727272727272727,2.136363636363636,0.5454545454545454,2.863636363636364,0.40909090909090906,1.272727272727273,1.3636363636363635,1.5909090909090908,0.045454545454545456
ONCOGENIC_HINATA_NFKB_MATRIX,0.01593,treatment_naive,False,1.1647058823529413,0.5764705882352941,0.6235294117647059,1.1647058823529413,0.9882352941176472,0.9647058823529412,0.9411764705882354,1.1647058823529413,1.0941176470588236,1.0235294117647058,1.0235294117647058,1.1411764705882352,0.7294117647058823,1.152941176470588,0.8941176470588236,1.1647058823529413,0.6470588235294118,1.1647058823529413,0.5294117647058824,1.1647058823529413,0.6823529411764706,0.9529411764705884,0.1647058823529412
ONCOGENIC_HOXA9_DN.V1_DN,0.2223,treatment_naive,False,0.13333333333333333,0.4666666666666667,0.0,2.066666666666667,0.26666666666666666,1.4666666666666668,0.4,0.5333333333333333,2.466666666666667,1.2,0.2,2.8666666666666667,0.2,1.6,1.3333333333333337,0.26666666666666666,0.0,3.066666666666667,0.06666666666666668,0.4666666666666667,1.8000000000000005,0.33333333333333337,0.7333333333333334
ONCOGENIC_HOXA9_DN.V1_UP,0.05164,treatment_naive,False,1.7192982456140349,0.1754385964912281,0.7719298245614036,1.3859649122807018,0.8070175438596492,0.8771929824561404,0.8596491228070176,1.3859649122807018,1.2631578947368425,1.3333333333333337,1.1228070175438598,1.1578947368421053,0.7719298245614036,1.2105263157894737,0.4736842105263159,1.2280701754385963,0.052631578947368425,1.5438596491228072,0.736842105263158,1.3333333333333337,0.08771929824561404,0.8596491228070176,0.4210526315789474
ONCOGENIC_IL15_UP.V1_DN,0.38809,treatment_naive,False,2.0,3.0,13.0,0.0,1.0,1.0,1.0,2.0,0.0,15.0,4.0,0.0,5.0,3.0,2.0,3.0,0.0,14.000000000000002,0.0,0.0,4.0,2.0,3.0
