,beanie_pval,direction,robust,excluded_BRCA_4,excluded_BRCA_39,excluded_BRCA_14,excluded_BRCA_11,excluded_BRCA_32,excluded_BRCA_21,excluded_BRCA_22,excluded_BRCA_17,excluded_BRCA_19,excluded_BRCA_0,excluded_BRCA_9,excluded_BRCA_30,excluded_BRCA_23,excluded_BRCA_16,excluded_BRCA_6,excluded_BRCA_7
ONCOGENIC_CSR_LATE_UP.V1_UP,0.21545,anti_PD1,False,0.0,10.0,3.0,95.0,1.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0,13.0,79.0,0.0,1.0
ONCOGENIC_CTIP_DN.V1_DN,0.78599,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CTIP_DN.V1_UP,0.7974600000000001,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CYCLIN_D1_KE_.V1_DN,0.2061,treatment_naive,False,0.8888888888888891,0.0,0.11111111111111112,0.11111111111111112,1.1111111111111112,1.5555555555555558,0.11111111111111112,6.1111111111111125,0.0,9.222222222222221,0.11111111111111112,0.0,2.6666666666666665,0.0,6.4444444444444455,0.0
ONCOGENIC_CYCLIN_D1_KE_.V1_UP,0.33398,treatment_naive,False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_CYCLIN_D1_UP.V1_DN,0.15143,treatment_naive,False,1.3846153846153846,0.15384615384615385,1.6923076923076923,5.307692307692308,0.15384615384615385,3.1538461538461537,0.07692307692307693,4.230769230769232,0.15384615384615385,0.38461538461538464,0.0,0.0,1.4615384615384617,1.6923076923076923,1.6153846153846152,0.4615384615384615
ONCOGENIC_CYCLIN_D1_UP.V1_UP,0.43536,treatment_naive,False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_DCA_UP.V1_DN,0.20418,treatment_naive,False,0.4,0.7999999999999999,0.4,0.0,4.0,0.0,0.2,0.2,0.4,7.199999999999998,0.0,0.0,1.7999999999999998,0.0,0.7999999999999999,0.4
ONCOGENIC_DCA_UP.V1_UP,0.20709,treatment_naive,False,3.5000000000000004,0.0,0.0,0.0,1.0,25.5,0.5,1.0,0.0,6.5,3.0,0.5,13.5,0.0,0.0,0.0
ONCOGENIC_E2F1_UP.V1_DN,0.11944,treatment_naive,False,0.0,5.428571428571428,4.285714285714286,1.714285714285714,4.0,14.285714285714285,0.0,14.285714285714285,1.0,0.0,0.0,0.0,2.8571428571428568,4.571428571428571,4.999999999999999,0.0
ONCOGENIC_E2F1_UP.V1_UP,0.28307,treatment_naive,False,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
ONCOGENIC_E2F3_UP.V1_DN,0.8211799999999999,treatment_naive,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_E2F3_UP.V1_UP,0.8353,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_EGFR_UP.V1_DN,0.28994000000000003,treatment_naive,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_EGFR_UP.V1_UP,0.7429,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_EIF4E_DN,0.44446,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_EIF4E_UP,0.18174,treatment_naive,False,2.5,1.7500000000000002,2.75,8.75,1.25,0.25,6.25,0.0,0.0,0.25,0.0,0.0,10.75,9.0,0.0,0.75
ONCOGENIC_ERBB2_UP.V1_DN,0.00513,treatment_naive,False,0.97,1.0,0.96,1.0,1.0,1.0,0.88,1.0,0.7,0.95,1.0,0.6,0.95,1.0,1.0,0.49
ONCOGENIC_ERBB2_UP.V1_UP,0.07424,anti_PD1,False,0.6222222222222222,0.0,0.0,0.6222222222222222,0.022222222222222227,0.0,0.9111111111111109,0.022222222222222227,0.06666666666666668,0.9111111111111109,0.7111111111111111,2.2222222222222223,0.6,0.15555555555555556,1.7333333333333334,0.6
ONCOGENIC_ESC_J1_UP_EARLY.V1_DN,0.22344,treatment_naive,False,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
ONCOGENIC_ESC_J1_UP_EARLY.V1_UP,0.9417,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_LATE.V1_DN,0.34648,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_LATE.V1_UP,0.7299,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_DN,0.35528000000000004,treatment_naive,False,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_UP,0.64146,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_V6.5_UP_LATE.V1_DN,0.07226,treatment_naive,False,3.3571428571428568,3.1428571428571432,0.7857142857142857,5.357142857142857,1.6428571428571428,0.4285714285714285,2.071428571428571,4.5,1.857142857142857,0.07142857142857142,0.21428571428571425,0.0,4.428571428571427,4.714285714285714,0.2857142857142857,0.0
ONCOGENIC_ESC_V6.5_UP_LATE.V1_UP,0.9329200000000001,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_DN,0.12295999999999999,treatment_naive,False,0.1875,2.25,0.625,0.375,0.75,3.75,0.125,0.75,1.0625,1.125,0.3125,0.0,0.125,0.0625,1.375,1.0
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_UP,0.1563,treatment_naive,False,2.25,3.5000000000000004,8.25,17.0,0.25,0.0,0.5,4.0,1.0,0.25,1.7500000000000002,0.0,1.0,10.25,0.25,1.7500000000000002
ONCOGENIC_GCNP_SHH_UP_LATE.V1_DN,0.9803799999999999,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_GCNP_SHH_UP_LATE.V1_UP,0.0937,treatment_naive,False,0.14285714285714285,1.2857142857142856,1.0,13.142857142857142,0.4285714285714285,5.285714285714286,0.14285714285714285,2.142857142857143,0.0,0.0,1.0,0.0,1.5714285714285714,12.142857142857142,0.4285714285714285,3.0
ONCOGENIC_GLI1_UP.V1_DN,0.4685,treatment_naive,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
ONCOGENIC_GLI1_UP.V1_UP,0.19784000000000002,treatment_naive,False,0.4,0.0,2.5,0.8999999999999999,0.0,7.1,0.0,2.8000000000000003,0.0,0.2,0.1,0.0,1.2,1.0,1.3,0.0
ONCOGENIC_HINATA_NFKB_IMMU_INF,0.34598,treatment_naive,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
ONCOGENIC_HINATA_NFKB_MATRIX,0.09726,treatment_naive,False,0.0,1.4523809523809523,1.1904761904761905,2.380952380952381,0.14285714285714285,2.357142857142857,0.5,0.21428571428571427,0.07142857142857142,0.1904761904761905,1.0238095238095235,0.7380952380952381,0.8809523809523809,0.4523809523809524,2.119047619047619,0.09523809523809523
ONCOGENIC_HOXA9_DN.V1_DN,0.1949,treatment_naive,False,11.0,1.0,21.0,77.0,0.0,1.0,11.0,0.0,10.0,4.0,0.0,0.0,27.0,0.0,0.0,10.0
ONCOGENIC_HOXA9_DN.V1_UP,0.2392,treatment_naive,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
ONCOGENIC_IL15_UP.V1_DN,0.47492,treatment_naive,False,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_IL15_UP.V1_UP,0.9482,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_IL21_UP.V1_DN,0.8417,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_IL21_UP.V1_UP,0.68305,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_IL2_UP.V1_DN,0.11382,treatment_naive,False,10.166666666666666,2.166666666666667,0.16666666666666669,0.16666666666666669,0.6666666666666667,5.833333333333332,0.0,12.333333333333336,0.0,8.333333333333334,0.8333333333333334,0.0,3.8333333333333335,0.0,0.5,0.16666666666666669
ONCOGENIC_IL2_UP.V1_UP,0.67598,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_JAK2_DN.V1_DN,0.17384000000000002,treatment_naive,False,0.0,0.5,1.5,0.0,0.5,10.5,0.0,27.5,7.5,5.0,0.5,0.0,0.0,0.0,0.0,2.0
ONCOGENIC_JAK2_DN.V1_UP,0.5200600000000001,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_JNK_DN.V1_DN,0.3401,anti_PD1,False,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
ONCOGENIC_JNK_DN.V1_UP,0.04595,treatment_naive,False,1.3333333333333337,0.9166666666666669,0.3166666666666667,0.2833333333333334,0.9000000000000001,1.6333333333333333,0.5,0.9333333333333336,0.06666666666666668,0.5833333333333334,0.5166666666666667,1.2,1.0,0.6,1.3,0.016666666666666666
ONCOGENIC_KRAS.300_UP.V1_DN,0.25542,treatment_naive,False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_KRAS.300_UP.V1_UP,0.44475,treatment_naive,False,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.50_UP.V1_DN,0.53413,treatment_naive,False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.50_UP.V1_UP,0.9136799999999999,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.600.LUNG.BREAST_UP.V1_DN,0.57587,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.600.LUNG.BREAST_UP.V1_UP,0.76156,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.600_UP.V1_DN,0.40943,treatment_naive,False,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_KRAS.600_UP.V1_UP,0.71542,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_DN,0.80153,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_UP,0.08625,anti_PD1,False,1.8214285714285716,0.9285714285714284,0.7857142857142857,0.2857142857142857,2.392857142857143,0.7142857142857143,0.03571428571428571,2.25,0.17857142857142858,0.21428571428571425,0.21428571428571425,0.03571428571428571,0.7857142857142857,3.071428571428571,0.4285714285714285,0.5
ONCOGENIC_KRAS.BREAST_UP.V1_DN,0.67798,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.BREAST_UP.V1_UP,0.81288,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.DF.V1_DN,0.26499,treatment_naive,False,7.000000000000001,18.0,0.0,0.0,3.0,4.0,0.0,16.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0
ONCOGENIC_KRAS.DF.V1_UP,0.32376,treatment_naive,False,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_KRAS.KIDNEY_UP.V1_DN,0.39164,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.KIDNEY_UP.V1_UP,0.8218200000000001,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_DN,0.71875,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_UP,0.361,treatment_naive,False,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_KRAS.LUNG_UP.V1_DN,0.9469799999999999,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.LUNG_UP.V1_UP,0.30998000000000003,treatment_naive,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_DN,0.59529,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_UP,0.68702,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_LEF1_UP.V1_DN,0.86367,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_LEF1_UP.V1_UP,0.89115,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_LTE2_UP.V1_DN,0.00064,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.68
ONCOGENIC_LTE2_UP.V1_UP,0.34728000000000003,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_MEK_UP.V1_DN,0.01212,treatment_naive,False,0.5888888888888889,1.0777777777777775,0.6555555555555556,1.0666666666666669,1.0555555555555556,1.1111111111111112,0.3,1.1111111111111112,0.07777777777777778,0.7444444444444445,1.0777777777777775,0.07777777777777778,1.0555555555555556,1.1111111111111112,1.1,0.011111111111111113
ONCOGENIC_MEK_UP.V1_UP,0.28465999999999997,anti_PD1,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,82.0,0.0,0.0,1.0,0.0
ONCOGENIC_MEL18_DN.V1_DN,0.30522,treatment_naive,False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_MEL18_DN.V1_UP,0.031939999999999996,treatment_naive,False,0.3291139240506329,1.2151898734177211,0.9493670886075948,1.240506329113924,0.8607594936708861,1.2658227848101264,1.0126582278481011,1.1898734177215189,0.1139240506329114,0.18987341772151894,0.08860759493670886,0.08860759493670886,0.9620253164556962,1.2151898734177211,1.2151898734177211,0.5063291139240507
ONCOGENIC_MTOR_UP.N4.V1_DN,0.41538,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.N4.V1_UP,0.44428,treatment_naive,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.V1_DN,0.48189,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.V1_UP,0.31554,treatment_naive,False,1.0,0.0,0.0,81.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ONCOGENIC_MYC_UP.V1_DN,0.38131,treatment_naive,False,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MYC_UP.V1_UP,0.52678,treatment_naive,False,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_NFE2L2.V2,0.37708,treatment_naive,False,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
ONCOGENIC_NOTCH_DN.V1_DN,0.8597600000000001,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_NOTCH_DN.V1_UP,0.73327,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_NRL_DN.V1_DN,0.09286,treatment_naive,False,0.060606060606060615,1.4545454545454544,0.6666666666666666,0.7878787878787878,0.12121212121212123,2.4848484848484844,0.0909090909090909,1.393939393939394,0.030303030303030307,1.6363636363636365,0.1818181818181818,0.030303030303030307,0.7575757575757576,0.8484848484848485,2.9090909090909087,0.030303030303030307
ONCOGENIC_NRL_DN.V1_UP,0.79198,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_P53_DN.V1_DN,0.5898800000000001,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_P53_DN.V1_UP,0.48898,treatment_naive,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_P53_DN.V2_DN,0.21748,anti_PD1,False,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
ONCOGENIC_P53_DN.V2_UP,0.07618,treatment_naive,False,1.1515151515151514,0.7878787878787878,0.0909090909090909,0.0909090909090909,1.606060606060606,1.818181818181818,0.5151515151515151,2.696969696969697,0.2727272727272727,2.6666666666666665,0.060606060606060615,0.0,3.0,0.0909090909090909,0.5454545454545454,0.4545454545454545
ONCOGENIC_PDGF_ERK_DN.V1_DN,0.8416,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PDGF_ERK_DN.V1_UP,0.25451999999999997,treatment_naive,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_PDGF_UP.V1_DN,0.8494,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PDGF_UP.V1_UP,0.07368999999999999,treatment_naive,False,3.666666666666667,0.0,4.333333333333334,1.6666666666666667,5.333333333333334,1.3333333333333337,0.0,7.166666666666668,3.333333333333333,0.5,0.0,0.0,3.666666666666667,12.0,1.5,0.5
ONCOGENIC_PIGF_UP.V1_DN,0.9430799999999999,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PIGF_UP.V1_UP,0.0379,treatment_naive,False,0.01492537313432836,1.1343283582089552,1.4477611940298507,1.4626865671641789,0.20895522388059706,1.4925373134328357,0.01492537313432836,1.4925373134328357,1.0298507462686566,0.0,1.1194029850746268,0.16417910447761194,0.626865671641791,1.4925373134328357,1.1343283582089552,0.20895522388059706
ONCOGENIC_PKCA_DN.V1_DN,0.1621,treatment_naive,False,0.6666666666666667,0.0,12.666666666666668,0.0,20.666666666666668,11.000000000000002,2.0,3.333333333333333,0.0,8.333333333333334,0.0,0.0,6.0,0.6666666666666667,2.333333333333333,0.6666666666666667
ONCOGENIC_PKCA_DN.V1_UP,0.75056,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC1_BMI_UP.V1_DN,0.18177000000000001,anti_PD1,False,0.0,0.0,10.5,12.5,0.0,1.5,0.0,4.5,0.0,0.0,0.0,4.5,0.5,1.5,12.5,1.0
ONCOGENIC_PRC1_BMI_UP.V1_UP,0.56118,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC2_EED_UP.V1_DN,0.48131999999999997,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC2_EED_UP.V1_UP,0.35322,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_PRC2_EZH2_UP.V1_DN,0.50639,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC2_EZH2_UP.V1_UP,0.26529,treatment_naive,False,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
ONCOGENIC_PRC2_SUZ12_UP.V1_DN,0.31724,treatment_naive,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
ONCOGENIC_PRC2_SUZ12_UP.V1_UP,0.8117,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PTEN_DN.V1_DN,0.74006,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PTEN_DN.V1_UP,0.32078,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_PTEN_DN.V2_DN,0.47362,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PTEN_DN.V2_UP,0.13974,treatment_naive,False,5.0,44.0,0.0,17.0,0.0,76.0,0.0,82.0,0.0,0.0,3.0,6.0,22.0,32.0,0.0,3.0
ONCOGENIC_RAF_UP.V1_DN,0.8073,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_RAF_UP.V1_UP,0.43288000000000004,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_RAPA_EARLY_UP.V1_DN,0.28669,treatment_naive,False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
ONCOGENIC_RAPA_EARLY_UP.V1_UP,0.01484,treatment_naive,False,0.7474747474747475,0.9595959595959596,0.8888888888888891,0.2525252525252525,1.0101010101010102,1.0101010101010102,0.9292929292929294,0.9191919191919192,0.7171717171717171,1.0101010101010102,0.9797979797979798,0.030303030303030307,1.0101010101010102,0.5050505050505051,0.98989898989899,0.9696969696969696
ONCOGENIC_RB_DN.V1_DN,0.08185,treatment_naive,False,0.05,3.7,1.25,2.7,1.35,4.9,0.65,4.949999999999998,0.0,0.0,0.35000000000000003,0.1,1.65,4.3,1.95,0.0
ONCOGENIC_RB_DN.V1_UP,0.12074000000000001,treatment_naive,False,3.4545454545454546,0.2727272727272727,0.18181818181818185,3.727272727272727,1.272727272727273,0.0,0.2727272727272727,0.0,2.9090909090909087,2.272727272727273,0.0,0.0,1.4545454545454546,1.181818181818182,0.5454545454545454,0.9090909090909092
ONCOGENIC_RB_P107_DN.V1_DN,0.18786,treatment_naive,False,0.0,10.0,1.0,2.0,16.0,52.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,63.0,1.0,0.0
ONCOGENIC_RB_P107_DN.V1_UP,0.024069999999999998,treatment_naive,False,0.14634146341463414,0.8048780487804879,0.5609756097560976,1.2195121951219512,1.0853658536585369,1.1097560975609757,1.0609756097560976,0.9390243902439024,1.1341463414634148,0.7804878048780488,0.573170731707317,0.12195121951219512,1.146341463414634,1.2073170731707317,1.1219512195121952,1.0487804878048779
