,beanie_pval,direction,robust,excluded_BRCA_26,excluded_BRCA_44,excluded_BRCA_41,excluded_BRCA_39,excluded_BRCA_28,excluded_BRCA_11,excluded_BRCA_12,excluded_BRCA_40,excluded_BRCA_21,excluded_BRCA_17,excluded_BRCA_36,excluded_BRCA_1,excluded_BRCA_42,excluded_BRCA_15,excluded_BRCA_0,excluded_BRCA_50,excluded_BRCA_30,excluded_BRCA_5,excluded_BRCA_16,excluded_BRCA_27,excluded_BRCA_31,excluded_BRCA_34,excluded_BRCA_29,excluded_BRCA_46,excluded_BRCA_45
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.30179,TNBC,False,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
HALLMARK_XENOBIOTIC_METABOLISM,0.23006999999999997,TNBC,False,0.14285714285714285,0.0,2.714285714285714,0.2857142857142857,1.2857142857142856,1.4285714285714286,0.14285714285714285,0.7142857142857143,0.0,0.5714285714285714,1.4285714285714286,2.8571428571428568,0.14285714285714285,0.0,3.428571428571428,0.0,2.0,0.14285714285714285,1.1428571428571428,0.2857142857142857,1.0,0.14285714285714285,1.0,1.2857142857142856,1.1428571428571428
ONCOGENIC_AKT_UP.V1_DN,0.07393999999999999,TNBC,False,2.2962962962962963,1.2592592592592593,1.296296296296296,1.7037037037037035,1.5555555555555554,1.148148148148148,1.2592592592592593,2.185185185185185,1.7407407407407405,1.3703703703703702,1.0,0.7777777777777777,1.4074074074074074,1.6666666666666663,1.5555555555555554,2.074074074074074,1.3703703703703702,1.1851851851851851,1.296296296296296,1.5185185185185184,1.037037037037037,2.6666666666666665,1.8148148148148149,2.3703703703703702,1.2592592592592593
ONCOGENIC_AKT_UP.V1_UP,0.07973999999999999,TNBC,False,0.6363636363636364,0.42424242424242425,1.4545454545454544,0.9393939393939392,1.0303030303030305,0.5454545454545454,1.6363636363636365,1.7575757575757571,0.8484848484848485,1.6363636363636365,1.5454545454545454,0.7272727272727272,0.4848484848484849,0.3939393939393939,1.9696969696969695,0.6363636363636364,1.0606060606060606,0.5757575757575757,0.42424242424242425,1.0,1.181818181818182,1.7878787878787876,1.606060606060606,2.212121212121212,1.2424242424242422
ONCOGENIC_AKT_UP_MTOR_DN.V1_DN,0.18925999999999998,TNBC,False,1.5714285714285714,2.5714285714285707,0.7142857142857143,1.0,1.1428571428571428,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,1.857142857142857,0.5714285714285714,2.0,0.4285714285714285,2.5714285714285707,2.4285714285714284,1.857142857142857,1.857142857142857,1.0,0.7142857142857143,0.857142857142857,0.4285714285714285,2.0,0.7142857142857143,2.2857142857142856,2.5714285714285707
ONCOGENIC_AKT_UP_MTOR_DN.V1_UP,0.10339000000000001,TNBC,False,0.35000000000000003,0.5,2.05,1.2,1.4,0.7000000000000001,1.6,2.2,1.4999999999999998,1.85,0.5499999999999999,1.35,0.3,0.7000000000000001,2.75,0.7000000000000001,1.35,0.6,0.5,1.4,1.3,2.7,1.15,2.7,1.5499999999999998
ONCOGENIC_ALK_DN.V1_DN,0.07611,ER+,False,0.9189189189189191,1.648648648648649,0.3783783783783784,0.7297297297297298,0.8918918918918921,1.0540540540540542,1.2972972972972974,0.10810810810810813,0.4864864864864865,0.5135135135135135,0.5675675675675675,0.7027027027027027,1.0,0.4054054054054054,0.9189189189189191,0.2702702702702703,1.3243243243243243,0.5405405405405406,0.5135135135135135,0.6486486486486487,0.7567567567567568,0.2702702702702703,1.0540540540540542,0.2972972972972973,1.135135135135135
ONCOGENIC_ALK_DN.V1_UP,0.08856,TNBC,False,0.07692307692307693,0.3461538461538461,1.2692307692307692,2.3076923076923075,1.6153846153846152,0.6923076923076923,1.1538461538461535,1.1538461538461535,1.0,1.5769230769230769,0.8076923076923076,0.8076923076923076,0.4230769230769231,1.8076923076923077,1.846153846153846,1.6153846153846152,1.8076923076923077,0.6923076923076923,0.2692307692307693,0.2692307692307693,0.923076923076923,0.6538461538461539,0.7692307692307693,1.0769230769230769,1.2692307692307692
ONCOGENIC_ATF2_S_UP.V1_DN,0.58996,TNBC,False,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_ATF2_S_UP.V1_UP,0.0732,TNBC,False,1.21875,0.65625,1.3125,1.125,0.8125,0.75,1.40625,0.84375,1.0625,1.71875,2.25,1.03125,0.8125,0.6875,1.875,0.625,1.40625,0.78125,0.34375,1.21875,0.75,1.4375,1.0625,1.21875,2.0625
ONCOGENIC_ATF2_UP.V1_DN,0.6099399999999999,TNBC,False,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_ATF2_UP.V1_UP,0.03816,TNBC,False,1.0793650793650795,0.634920634920635,1.0,1.2539682539682542,0.8253968253968255,0.9523809523809524,1.0793650793650795,1.031746031746032,0.3492063492063492,1.26984126984127,1.2063492063492065,0.8253968253968255,0.8730158730158731,1.2857142857142858,1.0,1.0793650793650795,1.2063492063492065,0.6984126984126984,0.8730158730158731,0.8412698412698413,0.7936507936507936,1.2063492063492065,0.8730158730158731,0.7301587301587302,1.1587301587301586
ONCOGENIC_ATM_DN.V1_DN,0.17087,TNBC,False,0.857142857142857,0.5714285714285714,3.428571428571428,2.714285714285714,1.0,0.4285714285714285,2.5714285714285707,3.428571428571428,1.714285714285714,2.2857142857142856,1.0,1.2857142857142856,1.0,0.857142857142857,3.428571428571428,1.714285714285714,2.714285714285714,1.2857142857142856,0.2857142857142857,1.0,0.14285714285714285,1.1428571428571428,1.4285714285714286,3.8571428571428568,0.857142857142857
ONCOGENIC_ATM_DN.V1_UP,0.85024,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_BCAT.100_UP.V1_DN,0.87634,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_BCAT.100_UP.V1_UP,0.71722,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_BCAT_BILD_ET_AL_DN,0.6804,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_BCAT_BILD_ET_AL_UP,0.23590999999999998,TNBC,False,0.25,0.5,1.0,0.0,0.0,2.0,0.0,2.0,0.5,0.5,0.25,1.5,0.5,0.25,1.25,0.0,2.25,0.0,0.0,2.5,0.25,0.0,0.0,0.25,0.0
ONCOGENIC_BCAT_GDS748_DN,0.70404,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_BCAT_GDS748_UP,0.27664,TNBC,False,1.0,1.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.5,1.0,1.5,0.0,1.0,3.0,0.5,0.5,1.5,0.5,0.5,0.0,0.5,0.5,3.0,1.5
ONCOGENIC_BMI1_DN.V1_DN,0.26878,TNBC,False,0.16666666666666669,0.0,3.333333333333333,0.33333333333333337,0.33333333333333337,0.5,0.16666666666666669,1.5,0.6666666666666667,0.16666666666666669,1.8333333333333333,0.5,0.16666666666666669,0.0,1.3333333333333337,0.16666666666666669,1.5,0.0,0.16666666666666669,0.33333333333333337,0.6666666666666667,0.8333333333333334,0.16666666666666669,0.6666666666666667,0.0
ONCOGENIC_BMI1_DN.V1_UP,0.05656,TNBC,False,0.5,1.886363636363636,1.1136363636363635,1.4090909090909092,0.8181818181818181,0.5454545454545454,1.7272727272727273,1.7272727272727273,1.3863636363636362,1.5,0.4772727272727272,0.9318181818181818,0.5909090909090909,0.5,1.2045454545454546,0.7727272727272728,0.8409090909090909,0.6818181818181818,0.8636363636363636,1.1363636363636365,0.6136363636363636,1.272727272727273,1.25,1.886363636363636,1.181818181818182
ONCOGENIC_BMI1_DN_MEL18_DN.V1_DN,0.52459,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_BMI1_DN_MEL18_DN.V1_UP,0.47126,TNBC,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_BRCA1_DN.V1_DN,0.5652699999999999,ER+,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_BRCA1_DN.V1_UP,0.20883000000000002,ER+,False,0.75,2.5,2.0,0.5,2.0,0.75,1.25,2.0,5.25,0.0,1.7500000000000002,0.25,2.25,0.0,3.5000000000000004,0.0,0.5,1.7500000000000002,0.25,1.5,4.75,0.0,2.5,0.0,0.25
ONCOGENIC_CAHOY_ASTROCYTIC,0.019880000000000002,TNBC,False,1.1749999999999998,1.075,1.0875,1.1,1.1125,1.0375,1.0625,0.975,1.2,1.0875,0.9625,1.025,0.85,0.9625,1.025,1.1749999999999998,1.025,0.825,0.7374999999999999,1.0875,0.925,1.075,0.95,0.8999999999999999,1.25
ONCOGENIC_CAHOY_ASTROGLIAL,0.01162,TNBC,False,0.8160919540229885,1.057471264367816,0.9540229885057472,1.0804597701149423,0.9310344827586208,1.0804597701149423,1.1264367816091954,1.1149425287356325,1.057471264367816,1.0919540229885056,1.0804597701149423,1.0804597701149423,1.0804597701149423,0.8160919540229885,1.1149425287356325,1.0919540229885056,1.0344827586206895,0.8620689655172414,0.7011494252873564,1.0459770114942528,0.8850574712643678,1.0344827586206895,1.0689655172413794,1.1034482758620692,1.0
ONCOGENIC_CAHOY_NEURONAL,0.54528,ER+,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
ONCOGENIC_CAHOY_OLIGODENDROCUTIC,0.8668799999999999,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CAMP_UP.V1_DN,0.2587,TNBC,False,0.0,7.333333333333334,0.6666666666666667,0.6666666666666667,1.0,0.0,0.6666666666666667,2.0,0.33333333333333337,1.0,2.0,1.0,1.6666666666666667,0.0,2.666666666666667,2.333333333333333,1.3333333333333337,0.0,1.3333333333333337,2.0,0.33333333333333337,2.666666666666667,1.0,0.33333333333333337,1.3333333333333337
ONCOGENIC_CAMP_UP.V1_UP,0.039,TNBC,False,0.4791666666666667,1.7708333333333333,1.5208333333333333,0.8958333333333334,1.3125,1.3750000000000002,0.27083333333333337,0.7916666666666667,1.4166666666666667,1.2291666666666667,1.3333333333333337,1.25,1.2291666666666667,0.4791666666666667,1.0208333333333333,0.5625000000000001,1.4375,0.39583333333333337,1.0208333333333333,1.7083333333333333,1.8333333333333333,0.625,1.0208333333333333,1.25,1.0833333333333337
ONCOGENIC_CORDENONSI_YAP_CONSERVED_SIGNATURE,0.13908,TNBC,False,3.666666666666667,9.333333333333334,1.6666666666666667,4.333333333333334,0.6666666666666667,2.333333333333333,3.333333333333333,4.0,4.333333333333334,3.0,3.666666666666667,1.0,1.3333333333333337,1.3333333333333337,2.333333333333333,4.333333333333334,1.6666666666666667,0.6666666666666667,2.0,1.3333333333333337,3.333333333333333,4.666666666666667,2.0,7.0,7.0
ONCOGENIC_CRX_DN.V1_DN,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CRX_DN.V1_UP,0.8035,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CRX_NRL_DN.V1_DN,0.39929000000000003,TNBC,False,4.0,0.0,5.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0
ONCOGENIC_CRX_NRL_DN.V1_UP,0.69157,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_CSR_EARLY_UP.V1_DN,0.09002,ER+,False,0.8076923076923076,1.3846153846153846,0.5769230769230769,0.6153846153846154,1.2307692307692308,0.6538461538461539,1.6923076923076923,1.5384615384615383,1.7692307692307692,2.0384615384615383,0.6153846153846154,0.8846153846153846,1.0384615384615383,2.192307692307692,1.1923076923076923,1.8076923076923077,1.0769230769230769,0.5769230769230769,0.5,1.2692307692307692,1.0384615384615383,0.8846153846153846,1.4230769230769231,0.8461538461538461,1.0384615384615383
ONCOGENIC_CSR_EARLY_UP.V1_UP,0.16577999999999998,TNBC,False,1.4285714285714286,3.5,1.857142857142857,0.9285714285714284,1.1428571428571428,1.2142857142857142,0.9285714285714284,0.4285714285714285,0.7857142857142857,1.2142857142857142,1.0714285714285714,1.5714285714285714,0.2857142857142857,0.07142857142857142,1.2142857142857142,0.857142857142857,0.9285714285714284,0.5,1.357142857142857,0.7142857142857143,1.357142857142857,0.857142857142857,1.0,0.5714285714285714,1.4999999999999998
ONCOGENIC_CSR_LATE_UP.V1_DN,0.22193000000000002,TNBC,False,0.0,0.5,4.0,1.0,0.0,0.0,1.5,3.0,0.0,1.0,1.0,0.5,1.7500000000000002,0.25,5.75,0.0,1.7500000000000002,0.5,0.25,1.0,1.0,3.75,3.75,2.25,0.75
ONCOGENIC_CSR_LATE_UP.V1_UP,0.04332,TNBC,False,1.1886792452830188,1.320754716981132,1.622641509433962,0.9433962264150942,0.8490566037735849,0.9622641509433962,0.8867924528301886,1.018867924528302,1.5283018867924532,1.320754716981132,1.6603773584905661,1.2830188679245282,0.6792452830188679,0.2830188679245283,1.30188679245283,0.6415094339622641,1.1320754716981132,0.2452830188679245,0.4716981132075471,1.0377358490566038,1.792452830188679,0.6981132075471698,1.1132075471698113,0.8867924528301886,1.1132075471698113
ONCOGENIC_CTIP_DN.V1_DN,0.70567,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CTIP_DN.V1_UP,0.19499,ER+,False,1.0,0.6363636363636365,0.2727272727272727,0.9090909090909092,0.5454545454545454,1.0909090909090908,0.3636363636363637,0.09090909090909093,0.2727272727272727,0.2727272727272727,0.4545454545454546,1.4545454545454546,0.4545454545454546,0.09090909090909093,1.7272727272727273,0.09090909090909093,1.0,0.9090909090909092,0.4545454545454546,0.6363636363636365,0.4545454545454546,0.09090909090909093,0.6363636363636365,0.5454545454545454,0.4545454545454546
ONCOGENIC_CYCLIN_D1_KE_.V1_DN,0.16013,TNBC,False,0.35714285714285715,2.5,0.5714285714285714,2.142857142857143,0.21428571428571425,0.4285714285714285,1.0714285714285714,1.2142857142857142,1.2142857142857142,1.0,0.857142857142857,1.4999999999999998,0.2857142857142857,0.35714285714285715,1.4999999999999998,0.2857142857142857,0.6428571428571428,0.2857142857142857,0.7857142857142857,2.2142857142857135,0.5,0.4285714285714285,0.21428571428571425,0.4285714285714285,1.2857142857142856
ONCOGENIC_CYCLIN_D1_KE_.V1_UP,0.30401999999999996,TNBC,False,1.0,0.6666666666666667,1.6666666666666667,0.6666666666666667,1.3333333333333337,1.3333333333333337,0.6666666666666667,0.33333333333333337,0.33333333333333337,2.333333333333333,0.33333333333333337,1.0,0.33333333333333337,0.33333333333333337,1.3333333333333337,1.0,1.0,0.0,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.33333333333333337,1.6666666666666667,1.3333333333333337,1.3333333333333337
ONCOGENIC_CYCLIN_D1_UP.V1_DN,0.08438,TNBC,False,0.942857142857143,2.0571428571428574,1.342857142857143,1.2285714285714286,0.5428571428571429,0.7142857142857143,0.6285714285714287,1.0285714285714287,1.4285714285714286,1.1714285714285717,1.0285714285714287,0.9714285714285716,0.7428571428571429,0.6,1.4285714285714286,0.7428571428571429,1.0285714285714287,0.7714285714285716,0.4000000000000001,0.9142857142857144,0.6285714285714287,0.8000000000000002,0.8571428571428572,1.0285714285714287,0.9714285714285716
ONCOGENIC_CYCLIN_D1_UP.V1_UP,0.14816,TNBC,False,0.5625,1.7500000000000002,2.375,0.75,0.5,0.8125,1.3125,1.125,1.25,1.8125,0.625,1.125,0.6875,0.125,0.8125,1.0625,0.75,0.0625,0.125,0.625,0.625,1.4375,0.5,1.4375,0.75
ONCOGENIC_DCA_UP.V1_DN,0.23711,ER+,False,0.5,0.25,0.25,1.5,1.7500000000000002,2.25,0.5,1.5,0.5,0.5,2.5,1.0,2.25,2.25,3.75,1.5,1.5,1.0,2.0,1.5,1.0,0.75,1.5,1.5,0.25
ONCOGENIC_DCA_UP.V1_UP,0.13992000000000002,ER+,False,1.0,0.5,1.7222222222222223,0.22222222222222224,0.7777777777777779,0.7222222222222223,0.6666666666666666,0.3333333333333333,0.7777777777777779,1.2222222222222223,1.1666666666666667,0.5,1.7222222222222223,0.8333333333333334,0.6111111111111112,0.8333333333333334,0.7777777777777779,0.6666666666666666,0.9444444444444444,1.8888888888888893,0.6666666666666666,0.9444444444444444,1.5000000000000002,0.5555555555555556,0.9444444444444444
ONCOGENIC_E2F1_UP.V1_DN,0.30666,TNBC,False,0.6666666666666667,1.0,1.0,2.333333333333333,2.333333333333333,0.0,0.33333333333333337,1.3333333333333337,1.0,0.6666666666666667,0.0,1.6666666666666667,0.6666666666666667,1.3333333333333337,2.666666666666667,0.6666666666666667,0.33333333333333337,0.0,1.0,2.0,0.33333333333333337,2.0,0.0,1.3333333333333337,0.6666666666666667
ONCOGENIC_E2F1_UP.V1_UP,0.35056,TNBC,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ONCOGENIC_E2F3_UP.V1_DN,0.83695,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_E2F3_UP.V1_UP,0.75346,TNBC,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_EGFR_UP.V1_DN,0.09237999999999999,ER+,False,1.947368421052632,1.1578947368421053,0.2631578947368421,0.7894736842105263,2.0,1.7368421052631582,2.6842105263157894,1.5789473684210529,1.2105263157894737,1.631578947368421,0.631578947368421,0.5789473684210527,1.473684210526316,3.1052631578947367,1.1578947368421053,1.7894736842105263,1.526315789473684,0.368421052631579,1.2105263157894737,2.210526315789473,1.0,1.7894736842105263,2.1578947368421053,0.8421052631578947,1.7894736842105263
ONCOGENIC_EGFR_UP.V1_UP,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_EIF4E_DN,0.47631,TNBC,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
ONCOGENIC_EIF4E_UP,0.10238,TNBC,False,0.9714285714285716,0.0,0.5428571428571429,0.4571428571428572,0.6571428571428573,1.342857142857143,0.9142857142857144,0.6857142857142857,0.6,1.2,1.3714285714285714,0.6,0.7428571428571429,0.20000000000000004,1.0,0.4285714285714286,1.085714285714286,0.8000000000000002,0.8285714285714285,0.8285714285714285,1.4571428571428573,0.4000000000000001,0.5428571428571429,0.9142857142857144,0.5428571428571429
ONCOGENIC_ERBB2_UP.V1_DN,0.75483,ER+,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ERBB2_UP.V1_UP,0.00031,TNBC,True,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_EARLY.V1_DN,0.57887,TNBC,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_EARLY.V1_UP,0.9044,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_LATE.V1_DN,0.62115,TNBC,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_LATE.V1_UP,0.15616,TNBC,False,1.714285714285714,2.714285714285714,2.5714285714285707,2.0,4.0,1.857142857142857,1.2857142857142856,1.1428571428571428,4.0,2.4285714285714284,0.2857142857142857,2.4285714285714284,0.857142857142857,0.7142857142857143,0.2857142857142857,0.5714285714285714,2.142857142857143,0.2857142857142857,1.1428571428571428,1.2857142857142856,0.0,2.4285714285714284,1.0,9.428571428571429,7.428571428571428
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_DN,0.00999,TNBC,False,0.793103448275862,1.0459770114942528,0.9540229885057472,0.9655172413793104,1.0,1.0689655172413794,1.1264367816091954,1.1494252873563218,1.1264367816091954,1.1149425287356325,1.0919540229885056,1.0344827586206895,1.0689655172413794,1.011494252873563,1.0919540229885056,1.137931034482759,1.0,0.7701149425287357,0.7586206896551725,1.137931034482759,0.942528735632184,1.1034482758620692,1.0689655172413794,1.1494252873563218,0.9885057471264368
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_UP,0.94862,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_V6.5_UP_LATE.V1_DN,0.01687,TNBC,False,1.1506849315068493,0.904109589041096,0.8082191780821918,1.0,0.9452054794520548,1.082191780821918,1.26027397260274,1.2465753424657535,1.1506849315068493,1.2328767123287672,1.1095890410958904,1.136986301369863,0.726027397260274,1.136986301369863,1.2328767123287672,1.2876712328767124,1.0136986301369864,0.8630136986301371,0.7808219178082191,1.1917808219178083,0.8767123287671234,1.2739726027397262,1.356164383561644,1.3013698630136985,0.8356164383561644
ONCOGENIC_ESC_V6.5_UP_LATE.V1_UP,0.05752,TNBC,False,1.0540540540540542,1.5675675675675675,1.5945945945945943,1.7567567567567568,1.6756756756756757,1.2972972972972974,0.7837837837837838,0.8918918918918921,1.2972972972972974,1.648648648648649,1.0810810810810811,0.8378378378378378,0.5675675675675675,0.5135135135135135,0.35135135135135137,0.2972972972972973,1.2702702702702702,0.4864864864864865,1.1891891891891893,1.4324324324324325,0.5135135135135135,1.135135135135135,0.6756756756756757,1.7567567567567568,2.0270270270270268
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_DN,0.33255,TNBC,False,0.0,0.5,3.0,1.0,1.0,0.0,0.5,1.0,0.5,2.0,0.5,0.5,0.5,1.0,3.0,0.5,1.0,0.5,0.5,3.0,3.0,5.0,0.5,1.0,4.5
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_UP,0.27118000000000003,TNBC,False,1.25,2.5,2.5,1.25,1.5,0.75,0.0,0.5,2.75,1.5,1.5,1.25,1.25,0.25,0.75,0.0,1.7500000000000002,0.5,0.75,0.5,3.0,0.25,1.0,1.0,3.25
ONCOGENIC_GCNP_SHH_UP_LATE.V1_DN,0.0762,TNBC,False,1.647058823529412,1.8823529411764703,2.7647058823529407,1.3529411764705879,1.2352941176470589,2.0588235294117645,1.647058823529412,1.647058823529412,2.117647058823529,2.88235294117647,2.176470588235294,0.7647058823529411,1.7058823529411762,0.5294117647058822,1.1764705882352942,1.2352941176470589,1.4117647058823528,1.2352941176470589,1.0588235294117645,2.9411764705882346,1.8823529411764703,2.7647058823529407,2.647058823529412,2.5294117647058822,2.176470588235294
ONCOGENIC_GCNP_SHH_UP_LATE.V1_UP,0.49485,TNBC,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
ONCOGENIC_GLI1_UP.V1_DN,0.30412,TNBC,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_GLI1_UP.V1_UP,0.22582,TNBC,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ONCOGENIC_HINATA_NFKB_IMMU_INF,0.19347999999999999,TNBC,False,0.0,1.0,0.0,7.000000000000001,0.0,0.0,1.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,18.0,8.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0
ONCOGENIC_HINATA_NFKB_MATRIX,0.37546,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
