,beanie_pval,direction,robust,excluded_BRCA_41,excluded_BRCA_12,excluded_BRCA_40,excluded_BRCA_21,excluded_BRCA_17,excluded_BRCA_36,excluded_BRCA_1,excluded_BRCA_42,excluded_BRCA_15,excluded_BRCA_50,excluded_BRCA_51,excluded_BRCA_5,excluded_BRCA_27,excluded_BRCA_31,excluded_BRCA_34,excluded_BRCA_29,excluded_BRCA_45
ONCOGENIC_CTIP_DN.V1_DN,0.54842,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CTIP_DN.V1_UP,0.08644,ER+,False,0.4857142857142858,1.0,0.6,0.1142857142857143,1.3142857142857145,0.7142857142857143,1.0,1.0,0.31428571428571433,1.2285714285714286,0.14285714285714288,1.7714285714285716,0.4000000000000001,0.6285714285714287,0.6571428571428573,0.7142857142857143,0.942857142857143
ONCOGENIC_CYCLIN_D1_KE_.V1_DN,0.11744,TNBC,False,1.357142857142857,0.7857142857142857,1.714285714285714,1.857142857142857,0.07142857142857142,1.0714285714285714,1.1428571428571428,0.5714285714285714,0.6428571428571428,0.5,2.0,0.9285714285714284,2.0,0.7857142857142857,0.6428571428571428,0.857142857142857,1.0
ONCOGENIC_CYCLIN_D1_KE_.V1_UP,0.48836999999999997,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CYCLIN_D1_UP.V1_DN,0.023209999999999998,TNBC,False,1.1923076923076923,0.8974358974358974,1.1794871794871795,1.282051282051282,0.21794871794871795,1.2307692307692306,0.9615384615384616,1.1153846153846154,0.8717948717948718,0.9358974358974358,1.2435897435897436,1.0,1.0897435897435896,1.0128205128205128,1.1666666666666667,0.7820512820512819,0.5256410256410255
ONCOGENIC_CYCLIN_D1_UP.V1_UP,0.8565,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_DCA_UP.V1_DN,0.79001,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_DCA_UP.V1_UP,0.44733,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_E2F1_UP.V1_DN,0.0896,TNBC,False,1.1250000000000002,0.7083333333333334,2.375,0.8333333333333334,0.0,0.4166666666666667,0.375,0.5416666666666667,0.25,0.75,1.9583333333333333,1.0,1.9583333333333333,0.08333333333333334,2.2500000000000004,0.8333333333333334,4.083333333333333
ONCOGENIC_E2F1_UP.V1_UP,0.56618,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_E2F3_UP.V1_DN,0.22648000000000001,ER+,False,0.0,0.0,0.5,0.0,6.0,2.0,1.5,0.5,8.5,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0
ONCOGENIC_E2F3_UP.V1_UP,0.3999,ER+,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONCOGENIC_EGFR_UP.V1_DN,0.3336,TNBC,False,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
ONCOGENIC_EGFR_UP.V1_UP,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_EIF4E_DN,0.00084,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_EIF4E_UP,0.32285,ER+,False,4.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,7.000000000000001
ONCOGENIC_ERBB2_UP.V1_DN,0.49755,ER+,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ERBB2_UP.V1_UP,0.0053100000000000005,TNBC,False,0.99,1.0,1.0,0.18,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.94,1.0,0.96,1.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_EARLY.V1_DN,0.29714,TNBC,False,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
ONCOGENIC_ESC_J1_UP_EARLY.V1_UP,0.47213,ER+,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_LATE.V1_DN,0.80947,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_LATE.V1_UP,0.02891,TNBC,False,1.3150684931506849,1.0273972602739727,1.0684931506849316,1.3150684931506849,0.0410958904109589,0.5479452054794521,1.0410958904109588,0.7808219178082191,0.7945205479452054,1.0958904109589045,1.1232876712328768,0.589041095890411,1.1643835616438356,0.4246575342465754,1.2876712328767124,1.0,1.3287671232876712
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_DN,0.00678,TNBC,False,1.0208333333333333,1.03125,1.0416666666666667,1.0208333333333333,0.7708333333333334,0.9270833333333334,1.0416666666666667,1.0416666666666667,0.9270833333333334,1.03125,1.0,0.90625,1.03125,0.8541666666666666,1.03125,0.9791666666666666,1.0416666666666667
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_UP,0.06426,TNBC,False,1.108108108108108,1.162162162162162,1.2972972972972974,2.27027027027027,0.10810810810810813,1.108108108108108,1.0,1.4594594594594597,0.4594594594594595,1.7297297297297298,0.7297297297297298,1.7027027027027026,1.0,0.9729729729729728,1.2972972972972974,0.6756756756756757,1.108108108108108
ONCOGENIC_ESC_V6.5_UP_LATE.V1_DN,0.60736,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_V6.5_UP_LATE.V1_UP,0.0146,TNBC,False,1.0212765957446808,1.0531914893617025,1.0425531914893618,1.0106382978723405,0.6702127659574468,1.0106382978723405,0.9361702127659576,1.0212765957446808,0.9361702127659576,1.0212765957446808,0.9042553191489362,0.8297872340425533,1.0638297872340423,0.8617021276595745,1.0319148936170213,1.0212765957446808,1.0425531914893618
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_DN,0.26965,TNBC,False,0.0,3.0,3.0,21.0,0.0,2.0,0.0,0.0,1.0,3.0,6.0,0.0,10.0,0.0,4.0,0.0,37.0
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_UP,0.30291999999999997,TNBC,False,0.0,1.0,1.0,66.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1.0,5.0,0.0,0.0
ONCOGENIC_GCNP_SHH_UP_LATE.V1_DN,0.17432,TNBC,False,5.0,2.0,4.0,19.0,0.0,1.0,2.0,1.0,0.0,9.0,6.0,1.0,16.0,13.0,17.0,12.0,2.0
ONCOGENIC_GCNP_SHH_UP_LATE.V1_UP,0.05177999999999999,TNBC,False,1.0,1.4444444444444446,1.4722222222222223,1.9722222222222219,0.11111111111111112,1.2777777777777781,0.6111111111111112,0.8333333333333334,0.3055555555555556,1.3888888888888888,1.5277777777777781,1.75,0.3333333333333333,0.6111111111111112,1.3333333333333333,1.5277777777777781,1.4166666666666667
ONCOGENIC_GLI1_UP.V1_DN,0.09342,TNBC,False,2.176470588235294,2.117647058823529,1.2941176470588234,3.352941176470588,0.0,0.9411764705882352,0.8823529411764705,0.8823529411764705,0.5294117647058822,1.2352941176470589,1.4705882352941175,1.0588235294117645,1.5294117647058822,0.5294117647058822,1.1176470588235294,0.5294117647058822,5.0588235294117645
ONCOGENIC_GLI1_UP.V1_UP,0.026869999999999998,TNBC,False,1.0384615384615383,1.1538461538461535,1.0512820512820509,1.1153846153846154,0.9743589743589745,0.923076923076923,1.1153846153846154,0.7307692307692307,0.8846153846153845,1.0512820512820509,1.064102564102564,1.1153846153846154,0.8974358974358974,1.1025641025641024,1.064102564102564,1.1923076923076923,0.9487179487179488
ONCOGENIC_HINATA_NFKB_IMMU_INF,0.08105,TNBC,False,2.5384615384615383,1.0,2.1538461538461537,0.4230769230769231,0.2692307692307693,0.5769230769230769,1.1538461538461535,1.0384615384615383,0.5384615384615385,0.6923076923076923,1.6923076923076923,0.923076923076923,1.1923076923076923,1.0384615384615383,2.692307692307692,0.6538461538461539,2.4230769230769234
ONCOGENIC_HINATA_NFKB_MATRIX,0.21173000000000003,TNBC,False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
ONCOGENIC_HOXA9_DN.V1_DN,0.4206,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_HOXA9_DN.V1_UP,0.00156,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_IL15_UP.V1_DN,0.9450299999999999,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_IL15_UP.V1_UP,0.05186,ER+,False,0.8936170212765958,0.3404255319148937,1.4893617021276595,0.8510638297872342,0.2553191489361702,0.8936170212765958,1.2765957446808511,1.2765957446808511,1.7021276595744683,1.6595744680851066,0.8936170212765958,1.5106382978723405,0.1914893617021277,0.9574468085106383,0.2553191489361702,0.5319148936170213,1.3404255319148937
ONCOGENIC_IL21_UP.V1_DN,0.7973100000000001,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_IL21_UP.V1_UP,0.27176,ER+,False,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
ONCOGENIC_IL2_UP.V1_DN,0.63973,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_IL2_UP.V1_UP,0.12132000000000001,ER+,False,0.8888888888888891,0.3333333333333333,1.5555555555555558,2.7777777777777777,0.0,0.4444444444444445,2.7777777777777777,1.8888888888888893,6.000000000000001,2.2222222222222223,0.7777777777777779,3.7777777777777786,0.4444444444444445,0.4444444444444445,0.11111111111111112,0.7777777777777779,1.3333333333333333
ONCOGENIC_JAK2_DN.V1_DN,0.56694,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_JAK2_DN.V1_UP,0.6828,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_JNK_DN.V1_DN,0.6502399999999999,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_JNK_DN.V1_UP,0.74457,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.300_UP.V1_DN,0.0536,ER+,False,0.3114754098360656,1.180327868852459,0.3114754098360656,1.3114754098360657,0.13114754098360654,0.8688524590163935,0.8524590163934427,0.4754098360655738,0.3114754098360656,1.180327868852459,0.4918032786885246,1.0655737704918034,0.7377049180327869,0.5245901639344263,1.0,0.6721311475409836,1.114754098360656
ONCOGENIC_KRAS.300_UP.V1_UP,0.20055,TNBC,False,3.0,7.000000000000001,3.0,0.0,3.0,5.0,30.0,2.0,5.0,1.0,8.0,0.0,17.0,0.0,6.0,1.0,61.0
ONCOGENIC_KRAS.50_UP.V1_DN,0.26788,ER+,False,1.5,2.0,0.0,4.5,0.0,1.0,1.0,1.0,0.0,1.5,0.5,1.0,1.0,0.0,1.5,0.0,1.0
ONCOGENIC_KRAS.50_UP.V1_UP,0.84726,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.600.LUNG.BREAST_UP.V1_DN,0.86871,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.600.LUNG.BREAST_UP.V1_UP,0.5343600000000001,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_KRAS.600_UP.V1_DN,0.36706,ER+,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.600_UP.V1_UP,0.11105999999999999,TNBC,False,0.8666666666666667,1.1333333333333335,0.26666666666666666,0.6666666666666667,0.0,0.7333333333333334,3.4000000000000004,0.26666666666666666,1.6666666666666667,0.8666666666666667,1.7333333333333334,0.0,2.266666666666667,0.0,0.8,0.26666666666666666,6.2666666666666675
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_DN,0.8657799999999999,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_UP,0.6246,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.BREAST_UP.V1_DN,0.8285399999999999,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.BREAST_UP.V1_UP,0.43806999999999996,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
ONCOGENIC_KRAS.DF.V1_DN,0.0943,TNBC,False,1.5882352941176472,1.1764705882352942,0.6470588235294117,0.29411764705882354,0.29411764705882354,2.647058823529412,0.8823529411764705,2.3529411764705883,0.411764705882353,1.0588235294117645,0.6470588235294117,1.7058823529411762,2.0588235294117645,0.5294117647058822,2.4705882352941173,2.0,2.0
ONCOGENIC_KRAS.DF.V1_UP,0.23876999999999998,TNBC,False,6.5,1.5,2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.5,0.0,0.0,1.0,3.5000000000000004,0.0,8.0
ONCOGENIC_KRAS.KIDNEY_UP.V1_DN,0.17701,ER+,False,0.14285714285714285,0.4285714285714285,0.2857142857142857,11.999999999999998,0.0,1.2857142857142856,1.0,1.1428571428571428,0.2857142857142857,2.5714285714285707,0.14285714285714285,3.428571428571428,0.4285714285714285,0.14285714285714285,2.4285714285714284,0.14285714285714285,1.0
ONCOGENIC_KRAS.KIDNEY_UP.V1_UP,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_DN,0.25043000000000004,ER+,False,0.0,2.0,0.0,8.5,0.0,0.0,0.75,0.75,0.0,1.7500000000000002,0.0,1.0,0.0,0.25,0.5,0.5,0.25
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_UP,0.37046,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
ONCOGENIC_KRAS.LUNG_UP.V1_DN,0.7879,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.LUNG_UP.V1_UP,0.9482,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_DN,0.00164,TNBC,False,1.0,1.0,1.0,0.81,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_UP,0.26674000000000003,TNBC,False,3.0,0.5,0.5,2.0,0.0,1.0,4.0,2.0,3.0,1.0,1.0,0.0,3.5000000000000004,0.0,0.5,0.5,1.0
ONCOGENIC_LEF1_UP.V1_DN,0.00528,TNBC,True,0.97,0.99,1.0,0.97,1.0,0.99,1.0,0.99,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,1.0
ONCOGENIC_LEF1_UP.V1_UP,0.81747,ER+,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_LTE2_UP.V1_DN,0.9369700000000001,ER+,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_LTE2_UP.V1_UP,0.013519999999999999,TNBC,False,1.0208333333333333,1.0416666666666667,0.9791666666666666,0.02083333333333334,1.0416666666666667,0.9583333333333334,1.0416666666666667,1.03125,0.9479166666666669,0.9791666666666666,0.8645833333333334,0.7916666666666667,1.0416666666666667,0.90625,1.0104166666666667,1.0416666666666667,1.0416666666666667
ONCOGENIC_MEK_UP.V1_DN,0.7055,ER+,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MEK_UP.V1_UP,0.008879999999999999,TNBC,False,1.010204081632653,1.020408163265306,1.010204081632653,0.1836734693877551,1.020408163265306,0.9591836734693876,1.010204081632653,1.020408163265306,0.9591836734693876,0.9897959183673468,0.9591836734693876,0.8877551020408163,1.020408163265306,0.8877551020408163,1.0,1.020408163265306,1.020408163265306
ONCOGENIC_MEL18_DN.V1_DN,0.94309,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MEL18_DN.V1_UP,0.59509,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_MTOR_UP.N4.V1_DN,2.9999999999999997e-05,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.N4.V1_UP,0.62153,TNBC,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.V1_DN,0.58831,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_MTOR_UP.V1_UP,0.01225,ER+,False,0.90625,0.8125000000000001,0.8854166666666666,1.0416666666666667,0.125,0.7395833333333334,1.0416666666666667,0.9895833333333334,1.03125,0.9895833333333334,0.7291666666666666,1.03125,1.03125,0.75,0.9791666666666666,0.7604166666666666,0.9479166666666669
ONCOGENIC_MYC_UP.V1_DN,0.26356,TNBC,False,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ONCOGENIC_MYC_UP.V1_UP,0.05,ER+,False,1.0344827586206895,0.9310344827586208,1.1034482758620692,1.6724137931034484,0.01724137931034483,0.3103448275862069,0.8103448275862071,0.7931034482758622,1.637931034482759,0.9310344827586208,0.6206896551724138,0.8965517241379312,0.7586206896551725,0.7068965517241379,0.5517241379310346,0.6379310344827587,1.706896551724138
ONCOGENIC_NFE2L2.V2,0.33614,TNBC,False,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
ONCOGENIC_NOTCH_DN.V1_DN,0.30969,TNBC,False,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ONCOGENIC_NOTCH_DN.V1_UP,0.171,ER+,False,0.11111111111111112,1.1111111111111112,0.7777777777777779,1.3333333333333333,0.3333333333333333,1.4444444444444446,0.6666666666666666,0.22222222222222224,1.7777777777777781,1.2222222222222223,0.4444444444444445,1.3333333333333333,0.22222222222222224,0.11111111111111112,0.8888888888888891,0.0,0.3333333333333333
ONCOGENIC_NRL_DN.V1_DN,0.06125,TNBC,False,1.150943396226415,0.6792452830188679,1.339622641509434,0.8490566037735849,0.03773584905660377,0.5094339622641509,0.7358490566037735,0.660377358490566,0.4716981132075471,0.981132075471698,1.1886792452830188,0.6226415094339622,0.7735849056603773,0.7547169811320755,1.2641509433962264,0.5471698113207547,1.3584905660377358
ONCOGENIC_NRL_DN.V1_UP,0.81635,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_P53_DN.V1_DN,0.5915699999999999,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
ONCOGENIC_P53_DN.V1_UP,0.08845,TNBC,False,2.166666666666667,2.9166666666666665,0.6666666666666667,0.0,0.33333333333333337,2.166666666666667,2.2500000000000004,1.6666666666666667,0.4166666666666667,2.166666666666667,3.0,0.08333333333333334,3.333333333333333,0.33333333333333337,1.0833333333333337,3.2500000000000004,8.083333333333334
ONCOGENIC_P53_DN.V2_DN,0.030739999999999996,TNBC,False,1.155844155844156,0.8571428571428572,1.0,0.24675324675324675,1.103896103896104,0.5714285714285714,1.038961038961039,0.8311688311688311,1.0909090909090908,0.987012987012987,0.9740259740259741,0.8831168831168832,0.8701298701298702,0.7922077922077921,0.8441558441558442,0.6623376623376623,1.0779220779220782
ONCOGENIC_P53_DN.V2_UP,0.59108,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PDGF_ERK_DN.V1_DN,0.59078,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_PDGF_ERK_DN.V1_UP,0.00253,TNBC,True,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PDGF_UP.V1_DN,0.07973,TNBC,False,0.84,1.04,1.08,1.36,0.08,0.6,0.92,1.52,0.68,1.6,1.16,0.64,2.44,0.72,1.6,0.8,2.16
ONCOGENIC_PDGF_UP.V1_UP,0.2396,TNBC,False,2.0,5.0,1.0,35.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,5.0,2.0,17.0
ONCOGENIC_PIGF_UP.V1_DN,0.0066,ER+,True,1.0,0.9897959183673468,1.010204081632653,1.020408163265306,0.9285714285714286,1.020408163265306,1.0,1.010204081632653,1.020408163265306,1.0,0.9897959183673468,1.010204081632653,0.979591836734694,1.010204081632653,1.020408163265306,0.9591836734693876,1.020408163265306
ONCOGENIC_PIGF_UP.V1_UP,0.00182,TNBC,True,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PKCA_DN.V1_DN,0.3694,TNBC,False,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
ONCOGENIC_PKCA_DN.V1_UP,0.71964,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC1_BMI_UP.V1_DN,0.19364,ER+,False,1.3333333333333337,0.0,0.6666666666666667,21.0,0.0,0.0,0.33333333333333337,1.0,0.0,1.6666666666666667,1.3333333333333337,2.666666666666667,0.6666666666666667,0.33333333333333337,2.333333333333333,2.0,0.6666666666666667
ONCOGENIC_PRC1_BMI_UP.V1_UP,0.92038,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC2_EED_UP.V1_DN,0.32006,ER+,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
ONCOGENIC_PRC2_EED_UP.V1_UP,0.02708,TNBC,False,1.106666666666667,0.9066666666666668,1.1866666666666668,0.96,0.2,1.106666666666667,0.84,0.7999999999999999,0.96,1.0133333333333334,1.12,0.96,1.0266666666666666,0.8266666666666667,1.2533333333333332,0.88,1.32
ONCOGENIC_PRC2_EZH2_UP.V1_DN,0.67067,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC2_EZH2_UP.V1_UP,0.052660000000000005,TNBC,False,1.3125,1.6458333333333337,1.0416666666666667,0.7916666666666667,0.125,0.7291666666666666,1.0416666666666667,0.5625000000000001,0.7708333333333334,0.7291666666666666,1.2083333333333333,0.625,1.4791666666666667,0.7291666666666666,1.2916666666666667,1.2083333333333333,2.0625
ONCOGENIC_PRC2_SUZ12_UP.V1_DN,0.30409,ER+,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
ONCOGENIC_PRC2_SUZ12_UP.V1_UP,0.47908999999999996,TNBC,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PTEN_DN.V1_DN,0.17798,ER+,False,0.125,1.0,0.375,11.125,0.0,0.625,0.0,0.0,0.625,0.5,0.5,3.375,0.0,0.8750000000000001,1.5,0.5,0.0
ONCOGENIC_PTEN_DN.V1_UP,0.35686,ER+,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
